Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
517,Franck Ribéry,fr FRA,"MF,FW",de Bayern Munich,34,1983,8,7,574,6.4,0,1,1,0,0,0,3,0,0,0.16,0.16,0,0.16,Matches
518,Sergio Rico,es ESP,GK,es Sevilla,23,1993,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
519,Stefan Ristovski,mk MKD,DF,pt Sporting CP,25,1992,4,2,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
520,Blas Riveros,py PAR,MF,ch Basel,19,1998,5,3,287,3.2,1,0,1,1,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
521,Arjen Robben,nl NED,"MF,FW",de Bayern Munich,33,1984,9,6,494,5.5,0,1,1,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
522,Sergi Roberto,es ESP,"MF,DF",es Barcelona,25,1992,8,7,594,6.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
523,Patrick Roberts,eng ENG,MF,sct Celtic,20,1997,3,3,234,2.6,1,0,1,1,0,0,1,0,0.38,0,0.38,0.38,0.38,Matches
524,Andrew Robertson,sct SCO,DF,eng Liverpool,23,1994,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
525,Pedro Rocha Neves,br BRA,"FW,MF",ru Spartak Moscow,22,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
526,James Rodríguez,co COL,"MF,FW",de Bayern Munich,26,1991,12,8,779,8.7,1,2,3,1,0,0,1,0,0.12,0.23,0.35,0.12,0.35,Matches
527,Marko Rog,hr CRO,MF,it Napoli,22,1995,4,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
528,Tom Rogić,au AUS,"MF,FW",sct Celtic,24,1992,6,2,294,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Marcos Rojo,ar ARG,DF,eng Manchester Utd,27,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
530,Alaixys Romao,tg TOG,"MF,DF",gr Olympiacos,33,1984,6,6,540,6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
531,Sergio Romero,ar ARG,GK,eng Manchester Utd,30,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
532,Cristiano Ronaldo,pt POR,FW,es Real Madrid,32,1985,13,13,"1,170",13,15,2,17,11,4,4,2,0,1.15,0.15,1.31,0.85,1,Matches
533,Danny Rose,eng ENG,"MF,DF",eng Tottenham Hotspur,27,1990,3,2,170,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
534,Antonio Rüdiger,de GER,DF,eng Chelsea,24,1993,6,4,388,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
535,Sebastian Rudy,de GER,MF,de Bayern Munich,27,1990,5,3,345,3.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
536,Jesús Rueda,es ESP,DF,cy APOEL FC,30,1987,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
537,Daniele Rugani,it ITA,DF,it Juventus,23,1994,2,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
538,Mário Rui,pt POR,"DF,MF",it Napoli,26,1991,2,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
539,Alan Ruiz,ar ARG,FW,pt Sporting CP,23,1993,1,1,46,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
540,Jakub Rzeźniczak,pl POL,DF,az Qarabağ,30,1986,5,4,379,4.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
541,José Sá,pt POR,GK,pt Porto,24,1993,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
542,Josué Sá,pt POR,DF,be Anderlecht,25,1992,3,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
543,Marcel Sabitzer,at AUT,MF,de RB Leipzig,23,1994,5,5,395,4.4,0,2,2,0,0,0,1,0,0,0.46,0.46,0,0.46,Matches
544,Rashad Sadygov,az AZE,DF,az Qarabağ,35,1982,5,5,359,4,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches
545,Nuri Şahin,tr TUR,MF,de Dortmund,28,1988,3,3,215,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
546,Mohamed Salah,eg EGY,FW,eng Liverpool,25,1992,13,12,930,10.3,10,4,14,10,0,0,0,0,0.97,0.39,1.35,0.97,1.35,Matches
547,Roland Sallai,hu HUN,"MF,FW",cy APOEL FC,20,1997,6,3,288,3.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
548,Eduardo Salvio,ar ARG,"MF,FW",pt Benfica,27,1990,5,4,397,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
549,Andreas Samaris,gr GRE,MF,pt Benfica,28,1989,3,2,179,2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
550,Aleksandr Samedov,ru RUS,MF,ru Spartak Moscow,33,1984,4,2,191,2.1,1,0,1,1,0,0,0,0,0.47,0,0.47,0.47,0.47,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
551,Aaron Samuel Olanare,ng NGA,FW,ru CSKA Moscow,23,1994,1,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
552,Alexis Sánchez,cl CHI,"MF,FW",eng Manchester Utd,28,1988,2,2,165,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
553,Davinson Sánchez,co COL,DF,eng Tottenham Hotspur,21,1996,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
554,Alex Sandro,br BRA,"DF,MF",it Juventus,26,1991,10,10,900,10,0,1,1,0,0,0,3,0,0,0.1,0.1,0,0.1,Matches
555,Leroy Sané,de GER,"FW,MF",eng Manchester City,21,1996,9,7,653,7.3,0,2,2,0,0,0,0,0,0,0.28,0.28,0,0.28,Matches
556,Pablo Sarabia,es ESP,"MF,FW",es Sevilla,25,1992,10,8,740,8.2,1,2,3,1,0,0,1,0,0.12,0.24,0.36,0.12,0.36,Matches
557,Stefan Savić,me MNE,DF,es Atlético Madrid,26,1991,3,3,268,3,0,0,0,0,0,0,0,2,0,0,0,0,0,Matches
558,Patrik Schick,cz CZE,FW,it Roma,21,1996,3,2,207,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
559,Marcel Schmelzer,de GER,DF,de Dortmund,29,1988,4,3,271,3,0,1,1,0,0,0,1,0,0,0.33,0.33,0,0.33,Matches
560,André Schürrle,de GER,"FW,MF",de Dortmund,26,1990,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
561,Sebá,br BRA,"MF,FW",gr Olympiacos,25,1992,3,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
562,Haris Seferović,ch SUI,FW,pt Benfica,25,1992,4,2,219,2.4,1,0,1,1,0,0,1,0,0.41,0,0.41,0.41,0.41,Matches
563,Ibrahim Šehić,ba BIH,GK,az Qarabağ,28,1988,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
564,Aleksandr Selikhov,ru RUS,GK,ru Spartak Moscow,23,1994,5,4,382,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
565,Matz Sels,be BEL,GK,be Anderlecht,25,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
566,Nélson Semedo,pt POR,DF,es Barcelona,23,1993,7,7,625,6.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
567,Stephan El Shaarawy,it ITA,FW,it Roma,24,1992,10,4,359,4,2,1,3,2,0,0,0,0,0.5,0.25,0.75,0.5,0.75,Matches
568,Luke Shaw,eng ENG,MF,eng Manchester Utd,22,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
569,Georgi Shchennikov,ru RUS,"MF,DF",ru CSKA Moscow,26,1991,5,5,410,4.6,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
570,Ramil Sheydayev,az AZE,FW,az Qarabağ,21,1996,2,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
571,Djibril Sidibé,fr FRA,"DF,MF",fr Monaco,25,1992,3,3,253,2.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
572,Bernardo Silva,pt POR,"FW,MF",eng Manchester City,22,1994,9,6,563,6.3,1,2,3,1,0,0,1,0,0.16,0.32,0.48,0.16,0.48,Matches
573,David Silva,es ESP,MF,eng Manchester City,31,1986,7,5,426,4.7,0,2,2,0,0,0,0,0,0,0.42,0.42,0,0.42,Matches
574,Jonathan Silva,ar ARG,DF,pt Sporting CP,23,1994,4,2,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
575,Rafa Silva,pt POR,"FW,MF",pt Benfica,24,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
576,Thiago Silva,br BRA,DF,fr Paris Saint-Germain,32,1984,6,6,522,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
577,Jozo Šimunović,hr CRO,DF,sct Celtic,22,1994,4,4,360,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
578,Scott Sinclair,eng ENG,"MF,FW",sct Celtic,28,1989,5,5,380,4.2,1,0,1,1,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches
579,Moussa Sissoko,fr FRA,MF,eng Tottenham Hotspur,27,1989,6,3,341,3.8,0,1,1,0,0,0,0,0,0,0.26,0.26,0,0.26,Matches
580,Chris Smalling,eng ENG,DF,eng Manchester Utd,27,1989,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
581,Tiquinho Soares,br BRA,FW,pt Porto,26,1991,3,2,180,2,1,0,1,1,0,0,0,0,0.5,0,0.5,0.5,0.5,Matches
582,Dominic Solanke,eng ENG,FW,eng Liverpool,19,1997,3,0,36,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
583,David Soria,es ESP,GK,es Sevilla,24,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
584,Uroš Spajić,rs SRB,DF,be Anderlecht,24,1993,5,5,359,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
585,Darijo Srna,hr CRO,DF,ua Shakhtar Donetsk,35,1982,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
586,Jerry St. Juste,nl NED,DF,nl Feyenoord,20,1996,5,4,374,4.2,1,0,1,1,0,0,2,0,0.24,0,0.24,0.24,0.24,Matches
587,Nicolae Stanciu,ro ROU,MF,be Anderlecht,24,1993,3,1,103,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
588,Renato Steffen,ch SUI,FW,ch Basel,25,1991,6,6,537,6,0,1,1,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
589,Taras Stepanenko,ua UKR,MF,ua Shakhtar Donetsk,27,1989,8,8,684,7.6,0,1,1,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
590,Kazaiah Sterling,eng ENG,FW,eng Tottenham Hotspur,18,1998,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
591,Raheem Sterling,eng ENG,"FW,MF",eng Manchester City,22,1994,8,5,495,5.5,4,2,6,4,0,0,1,0,0.73,0.36,1.09,0.73,1.09,Matches
592,Valentin Stocker,ch SUI,MF,ch Basel,28,1989,2,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
593,John Stones,eng ENG,DF,eng Manchester City,23,1994,5,5,450,5,3,0,3,3,0,0,0,0,0.6,0,0.6,0.6,0.6,Matches
594,Kevin Strootman,nl NED,MF,it Roma,27,1990,11,9,839,9.3,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
595,Stefano Sturaro,it ITA,DF,it Juventus,24,1993,5,2,235,2.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
596,Daniel Sturridge,eng ENG,"FW,MF",eng Liverpool,27,1989,5,0,83,0.9,1,2,3,1,0,0,0,0,1.08,2.17,3.25,1.08,3.25,Matches
597,Denis Suárez,es ESP,MF,es Barcelona,23,1994,3,2,170,1.9,0,1,1,0,0,0,0,0,0,0.53,0.53,0,0.53,Matches
598,Luis Suárez,uy URU,FW,es Barcelona,30,1987,10,10,884,9.8,1,5,6,1,0,0,2,0,0.1,0.51,0.61,0.1,0.61,Matches
599,Danijel Subašić,hr CRO,GK,fr Monaco,32,1984,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
600,Neven Subotić,rs SRB,DF,de Dortmund,28,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
601,Marek Suchý,cz CZE,DF,ch Basel,29,1988,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
602,Niklas Süle,de GER,DF,de Bayern Munich,21,1995,9,6,643,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
603,Marko Šuler,si SVN,DF,si NK Maribor,34,1983,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
604,Mile Svilar,rs SRB,GK,pt Benfica,17,1999,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
605,Wojciech Szczęsny,pl POL,GK,it Juventus,27,1990,2,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
606,Panagiotis Tachtsidis,gr GRE,MF,gr Olympiacos,26,1991,3,3,245,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
607,Taison,br BRA,MF,ua Shakhtar Donetsk,29,1988,8,8,720,8,1,0,1,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
608,Talisca,br BRA,MF,tr Beşiktaş,23,1994,8,6,539,6,4,0,4,4,0,0,2,0,0.67,0,0.67,0.67,0.67,Matches
609,Renato Tapia,pe PER,DF,nl Feyenoord,22,1995,4,4,330,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
610,Serdar Tasci,de GER,DF,ru Spartak Moscow,30,1987,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
611,Marcos Tavares,br BRA,"FW,MF",si NK Maribor,33,1984,6,5,479,5.3,1,1,2,1,0,0,0,0,0.19,0.19,0.38,0.19,0.38,Matches
612,Alex Telles,br BRA,DF,pt Porto,24,1992,7,7,630,7,1,2,3,1,0,0,0,0,0.14,0.29,0.43,0.14,0.43,Matches
613,Łukasz Teodorczyk,pl POL,FW,be Anderlecht,26,1991,6,4,388,4.3,0,1,1,0,0,0,1,0,0,0.23,0.23,0,0.23,Matches
614,Marc-André ter Stegen,de GER,GK,es Barcelona,25,1992,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
615,Youri Tielemans,be BEL,MF,fr Monaco,20,1997,4,4,311,3.5,1,0,1,1,0,0,1,0,0.29,0,0.29,0.29,0.29,Matches
616,Kieran Tierney,sct SCO,DF,sct Celtic,20,1997,6,6,540,6,0,1,1,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
617,Corentin Tolisso,fr FRA,MF,de Bayern Munich,22,1994,8,6,495,5.5,3,2,5,3,0,0,2,0,0.55,0.36,0.91,0.55,0.91,Matches
618,Jeremy Toljan,de GER,DF,de Dortmund,22,1994,4,3,271,3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
619,Jens Toornstra,nl NED,MF,nl Feyenoord,28,1989,5,3,322,3.6,0,0,0,0,0,1,1,0,0,0,0,0,0,Matches
620,Ömer Toprak,tr TUR,DF,de Dortmund,28,1989,6,4,338,3.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
621,Fernando Torres,es ESP,FW,es Atlético Madrid,33,1984,5,2,207,2.3,0,1,1,-1,1,1,1,0,0,0.43,0.43,-0.43,0,Matches
622,Óliver Torres,es ESP,MF,pt Porto,22,1994,3,2,168,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
623,Duško Tošić,rs SRB,DF,tr Beşiktaş,32,1985,7,6,508,5.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
624,Cenk Tosun,tr TUR,FW,tr Beşiktaş,26,1991,6,5,449,5,4,1,5,3,1,1,0,0,0.8,0.2,1,0.6,0.8,Matches
625,Almamy Touré,ml MLI,DF,fr Monaco,21,1996,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
626,Yaya Touré,ci CIV,MF,eng Manchester City,34,1983,3,3,255,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
627,Adrien Trebel,fr FRA,MF,be Anderlecht,26,1991,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
628,Kieran Trippier,eng ENG,"DF,MF",eng Tottenham Hotspur,26,1990,3,3,270,3,0,3,3,0,0,0,0,0,0,1,1,0,1,Matches
629,Axel Tuanzebe,cd COD,DF,eng Manchester Utd,19,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
630,Sven Ulreich,de GER,GK,de Bayern Munich,28,1988,11,11,990,11,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
631,Samuel Umtiti,fr FRA,DF,es Barcelona,23,1993,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
632,Cengiz Ünder,tr TUR,"MF,FW",it Roma,20,1997,5,3,237,2.6,1,1,2,1,0,0,0,0,0.38,0.38,0.76,0.38,0.76,Matches
633,Dayot Upamecano,fr FRA,DF,de RB Leipzig,18,1998,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
634,Necip Uysal,tr TUR,DF,tr Beşiktaş,26,1991,4,2,174,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
635,Tomáš Vaclík,cz CZE,GK,ch Basel,28,1989,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
636,Antonio Valencia,ec ECU,"DF,MF",eng Manchester Utd,31,1985,4,4,329,3.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
637,Jesús Vallejo,es ESP,DF,es Real Madrid,20,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
638,Virgil van Dijk,nl NED,DF,eng Liverpool,26,1991,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
639,Raphaël Varane,fr FRA,DF,es Real Madrid,24,1993,11,11,938,10.4,0,1,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
640,Bruno Varela,cv CPV,GK,pt Benfica,22,1994,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
641,Viktor Vasin,ru RUS,DF,ru CSKA Moscow,28,1988,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
642,Franco Vázquez,ar ARG,MF,es Sevilla,28,1989,7,5,494,5.5,0,1,1,0,0,0,0,0,0,0.18,0.18,0,0.18,Matches
643,Lucas Vázquez,es ESP,"MF,FW",es Real Madrid,26,1991,10,5,543,6,1,2,3,1,0,0,1,0,0.17,0.33,0.5,0.17,0.5,Matches
644,Dylan Vente,nl NED,FW,nl Feyenoord,18,1999,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
645,Thomas Vermaelen,be BEL,DF,es Barcelona,31,1985,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
646,Kenneth Vermeer,nl NED,GK,nl Feyenoord,31,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
647,Marco Verratti,it ITA,MF,fr Paris Saint-Germain,24,1992,8,8,640,7.1,2,2,4,2,0,0,1,2,0.28,0.28,0.56,0.28,0.56,Matches
648,Jan Vertonghen,be BEL,DF,eng Tottenham Hotspur,30,1987,6,6,540,6,0,1,1,0,0,0,1,2,0,0.17,0.17,0,0.17,Matches
649,Domagoj Vida,hr CRO,DF,tr Beşiktaş,28,1989,1,1,16,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
650,Aleix Vidal,es ESP,FW,es Barcelona,27,1989,4,1,112,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
651,Arturo Vidal,cl CHI,MF,de Bayern Munich,30,1987,8,6,475,5.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
652,Luciano Vietto,ar ARG,FW,es Atlético Madrid,23,1993,2,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
653,Mitja Viler,si SVN,DF,si NK Maribor,30,1986,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
654,Tonny Vilhena,nl NED,MF,nl Feyenoord,22,1995,6,6,533,5.9,0,2,2,0,0,0,2,2,0,0.34,0.34,0,0.34,Matches
655,Vinicius,br BRA,MF,cy APOEL FC,31,1986,6,6,465,5.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
656,Vitinho,br BRA,FW,ru CSKA Moscow,23,1993,6,6,469,5.2,1,1,2,0,1,1,1,0,0.19,0.19,0.38,0,0.19,Matches
657,Michel Vorm,nl NED,GK,eng Tottenham Hotspur,33,1983,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
658,Praxitelis Vouros,gr GRE,DF,cy APOEL FC,22,1995,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
659,Blaž Vrhovec,si SVN,MF,si NK Maribor,25,1992,5,5,395,4.4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
660,Šime Vrsaljko,hr CRO,DF,es Atlético Madrid,25,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
661,Dare Vršič,si SVN,MF,si NK Maribor,32,1984,2,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
662,Sandro Wagner,de GER,FW,de Bayern Munich,29,1987,3,0,51,0.6,1,0,1,1,0,0,1,0,1.76,0,1.76,1.76,1.76,Matches
663,Kyle Walker,eng ENG,DF,eng Manchester City,27,1990,7,7,630,7,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
664,Kyle Walker-Peters,eng ENG,"DF,MF",eng Tottenham Hotspur,20,1997,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
665,Victor Wanyama,ke KEN,MF,eng Tottenham Hotspur,26,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
666,Boy Waterman,nl NED,GK,cy APOEL FC,33,1984,3,3,225,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
667,Julian Weigl,de GER,MF,de Dortmund,21,1995,5,3,325,3.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
668,Pontus Wernbloom,se SWE,"MF,FW",ru CSKA Moscow,31,1986,5,5,450,5,1,0,1,1,0,0,3,0,0.2,0,0.2,0.2,0.2,Matches
669,Timo Werner,de GER,FW,de RB Leipzig,21,1996,6,4,329,3.7,3,0,3,2,1,1,0,0,0.82,0,0.82,0.55,0.55,Matches
670,Georginio Wijnaldum,nl NED,MF,eng Liverpool,26,1990,12,9,850,9.4,1,2,3,1,0,0,0,0,0.11,0.21,0.32,0.11,0.32,Matches
671,Willian,br BRA,"MF,FW",eng Chelsea,28,1988,8,4,429,4.8,3,1,4,3,0,0,1,0,0.63,0.21,0.84,0.63,0.84,Matches
672,Harry Winks,eng ENG,MF,eng Tottenham Hotspur,21,1996,5,5,426,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
673,Ricky van Wolfswinkel,nl NED,FW,ch Basel,28,1989,3,2,172,1.9,1,0,1,0,1,1,0,0,0.52,0,0.52,0,0,Matches
674,Taulant Xhaka,al ALB,"MF,DF",ch Basel,26,1991,6,6,523,5.8,1,1,2,1,0,0,5,0,0.17,0.17,0.34,0.17,0.34,Matches
675,Andriy Yarmolenko,ua UKR,"FW,MF",de Dortmund,27,1989,6,4,377,4.2,1,1,2,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
676,Andrey Yeshchenko,ru RUS,"DF,MF",ru Spartak Moscow,33,1984,5,5,440,4.9,0,1,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches
677,Ashley Young,eng ENG,"DF,MF",eng Manchester Utd,32,1985,4,4,337,3.7,0,1,1,0,0,0,1,0,0,0.27,0.27,0,0.27,Matches
678,Elvin Yunuszade,az AZE,DF,az Qarabağ,24,1992,3,1,126,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
679,Dan-Axel Zagadou,fr FRA,DF,de Dortmund,18,1999,2,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
680,Ghayas Zahid,no NOR,MF,cy APOEL FC,22,1994,6,5,467,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
681,Davide Zappacosta,it ITA,MF,eng Chelsea,25,1992,5,4,353,3.9,1,0,1,1,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
682,Saša Zdjelar,rs SRB,MF,gr Olympiacos,22,1995,3,2,211,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
683,Tolga Zengin,tr TUR,GK,tr Beşiktaş,33,1983,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
684,Timur Zhamaletdinov,ru RUS,FW,ru CSKA Moscow,20,1997,5,1,131,1.5,1,0,1,1,0,0,0,0,0.69,0,0.69,0.69,0.69,Matches
685,Piotr Zieliński,pl POL,"MF,FW",it Napoli,23,1994,5,4,353,3.9,2,0,2,2,0,0,0,0,0.51,0,0.51,0.51,0.51,Matches
686,Oleksandr Zinchenko,ua UKR,DF,eng Manchester City,20,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
687,Andrija Živković,rs SRB,"MF,FW",pt Benfica,21,1996,5,3,292,3.2,0,1,1,0,0,0,1,0,0,0.31,0.31,0,0.31,Matches
688,Roman Zobnin,ru RUS,MF,ru Spartak Moscow,23,1994,2,1,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
689,Oleksandr Zubkov,ua UKR,"FW,MF",ua Shakhtar Donetsk,20,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
