Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
28,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,25,1990,29,20,"2,033",22.6,0,3,3,0,0,0,2,0,0,0.13,0.13,0,0.13,Matches
29,Ola Aina,ng NGA,"DF,MF",Chelsea,eng Premier League,19,1996,3,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
30,Youssef Aït Bennasser,ma MAR,MF,Nancy,fr Ligue 1,20,1996,26,23,"1,930",21.4,3,1,4,3,0,0,3,0,0.14,0.05,0.19,0.14,0.19,Matches
31,Rachid Aït-Atmane,dz ALG,MF,Sporting Gijón,es La Liga,23,1993,8,6,492,5.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
32,Arlind Ajeti,al ALB,DF,Torino,it Serie A,22,1993,4,3,251,2.8,1,0,1,1,0,0,1,0,0.36,0,0.36,0.36,0.36,Matches
33,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,21,1995,10,8,735,8.2,3,0,3,3,0,0,0,0,0.37,0,0.37,0.37,0.37,Matches
34,Nathan Aké,nl NED,DF,Chelsea,eng Premier League,21,1995,2,1,99,1.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
35,Jean-Daniel Akpa-Akpro,ci CIV,"DF,MF",Toulouse,fr Ligue 1,23,1992,2,0,73,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
36,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,24,1992,32,29,"2,506",27.8,4,4,8,4,0,0,1,0,0.14,0.14,0.29,0.14,0.29,Matches
37,Javi Álamo,es ESP,"FW,MF",Osasuna,es La Liga,27,1988,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
38,Jordi Alba,es ESP,DF,Barcelona,es La Liga,27,1989,26,21,"1,968",21.9,1,6,7,1,0,0,4,0,0.05,0.27,0.32,0.05,0.32,Matches
39,Raúl Albentosa,es ESP,DF,Dep La Coruña,es La Liga,27,1988,27,26,"2,335",25.9,1,1,2,1,0,0,10,1,0.04,0.04,0.08,0.04,0.08,Matches
40,Luis Alberto,es ESP,"MF,FW",Lazio,it Serie A,23,1992,9,4,365,4.1,1,2,3,1,0,0,0,0,0.25,0.49,0.74,0.25,0.74,Matches
41,Raúl Albiol,es ESP,DF,Napoli,it Serie A,30,1985,26,25,"2,297",25.5,0,1,1,0,0,0,8,0,0,0.04,0.04,0,0.04,Matches
42,Marc Albrighton,eng ENG,MF,Leicester City,eng Premier League,26,1989,33,29,"2,411",26.8,2,6,8,2,0,0,5,0,0.07,0.22,0.3,0.07,0.3,Matches
43,Paco Alcácer,es ESP,FW,Barcelona,es La Liga,22,1993,20,6,858,9.5,6,3,9,6,0,0,1,0,0.63,0.31,0.94,0.63,0.94,Matches
44,Paco Alcácer,es ESP,FW,Valencia,es La Liga,22,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
45,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,25,1991,27,26,"2,288",25.4,6,5,11,6,0,0,4,0,0.24,0.2,0.43,0.24,0.43,Matches
46,Toby Alderweireld,be BEL,DF,Tottenham Hotspur,eng Premier League,27,1989,30,30,"2,601",28.9,1,0,1,1,0,0,1,0,0.03,0,0.03,0.03,0.03,Matches
47,Haitam Aleesami,no NOR,"MF,DF",Palermo,it Serie A,25,1991,31,29,"2,630",29.2,1,3,4,1,0,0,6,0,0.03,0.1,0.14,0.03,0.14,Matches
48,Álex Alegría,es ESP,FW,Real Betis,es La Liga,23,1992,25,15,"1,438",16,3,2,5,3,0,0,2,0,0.19,0.13,0.31,0.19,0.31,Matches
49,Alexis Alegue,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,1996,2,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
50,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,18,1998,3,0,43,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Romain Alessandrini,fr FRA,"FW,MF",Marseille,fr Ligue 1,27,1989,6,3,241,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
52,Alexander,ar ARG,MF,Leganés,es La Liga,27,1988,28,24,"2,031",22.6,8,2,10,7,1,2,1,0,0.35,0.09,0.44,0.31,0.4,Matches
53,Trent Alexander-Arnold,eng ENG,"MF,DF",Liverpool,eng Premier League,17,1998,7,2,167,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
54,Alexis,es ESP,DF,Alavés,es La Liga,30,1985,24,19,"1,819",20.2,2,1,3,2,0,0,10,1,0.1,0.05,0.15,0.1,0.15,Matches
55,Jérémie Aliadière,fr FRA,FW,Lorient,fr Ligue 1,33,1983,13,6,487,5.4,1,2,3,1,0,0,0,0,0.18,0.37,0.55,0.18,0.55,Matches
56,Sami Allagui,tn TUN,"FW,MF",Hertha BSC,de Bundesliga,30,1986,12,0,181,2,1,0,1,0,1,1,2,0,0.5,0,0.5,0,0,Matches
57,Allan,br BRA,MF,Hertha BSC,de Bundesliga,19,1997,15,8,798,8.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
58,Allan,br BRA,MF,Napoli,it Serie A,25,1991,29,19,"1,610",17.9,1,6,7,1,0,0,3,0,0.06,0.34,0.39,0.06,0.39,Matches
59,Joe Allen,wls WAL,MF,Stoke City,eng Premier League,26,1990,36,34,"2,930",32.6,6,2,8,6,0,0,9,0,0.18,0.06,0.25,0.18,0.25,Matches
60,Dele Alli,eng ENG,MF,Tottenham Hotspur,eng Premier League,20,1996,37,35,"3,034",33.7,18,7,25,17,1,1,4,0,0.53,0.21,0.74,0.5,0.71,Matches
61,Ryan Allsop,eng ENG,GK,Bournemouth,eng Premier League,24,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
62,Júnior Alonso,py PAR,DF,Lille,fr Ligue 1,23,1993,12,10,959,10.7,0,1,1,0,0,0,1,0,0,0.09,0.09,0,0.09,Matches
63,Marcos Alonso,es ESP,MF,Fiorentina,it Serie A,25,1990,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
64,Marcos Alonso,es ESP,MF,Chelsea,eng Premier League,25,1990,31,30,"2,693",29.9,6,3,9,6,0,0,2,0,0.2,0.1,0.3,0.2,0.3,Matches
65,Xabi Alonso,es ESP,MF,Bayern Munich,de Bundesliga,34,1981,27,22,"1,903",21.1,3,2,5,3,0,0,6,0,0.14,0.09,0.24,0.14,0.24,Matches
66,Halil Altıntop,tr TUR,MF,Augsburg,de Bundesliga,33,1982,31,17,"1,605",17.8,6,2,8,6,0,0,1,0,0.34,0.11,0.45,0.34,0.45,Matches
67,Hamit Altıntop,tr TUR,MF,Darmstadt 98,de Bundesliga,33,1982,16,15,"1,362",15.1,0,0,0,0,0,1,3,0,0,0,0,0,0,Matches
68,Ricky Álvarez,ar ARG,MF,Sampdoria,it Serie A,28,1988,21,11,987,11,2,2,4,2,0,0,3,1,0.18,0.18,0.36,0.18,0.36,Matches
69,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,29,1986,26,26,"2,340",26,0,1,1,0,0,0,0,1,0,0.04,0.04,0,0.04,Matches
70,Sergio Álvarez,es ESP,MF,Sporting Gijón,es La Liga,24,1992,36,34,"3,003",33.4,2,1,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,Matches
71,Víctor Álvarez,es ESP,DF,Espanyol,es La Liga,23,1993,4,2,204,2.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
72,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,21,1995,26,25,"2,271",25.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
73,Bruno Alves,pt POR,DF,Cagliari,it Serie A,34,1981,36,36,"3,240",36,1,0,1,1,0,0,5,1,0.03,0,0.03,0.03,0.03,Matches
74,Dani Alves,br BRA,"DF,MF",Juventus,it Serie A,33,1983,19,15,"1,359",15.1,2,3,5,2,0,0,5,0,0.13,0.2,0.33,0.13,0.33,Matches
75,Diego Alves,br BRA,GK,Valencia,es La Liga,31,1985,33,33,"2,970",33,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Ibrahim Amadou,fr FRA,MF,Lille,fr Ligue 1,23,1993,35,34,"2,952",32.8,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
77,Morgan Amalfitano,fr FRA,MF,Rennes,fr Ligue 1,31,1985,6,6,401,4.5,1,0,1,1,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
78,Morgan Amalfitano,fr FRA,"MF,FW",Lille,fr Ligue 1,31,1985,17,8,733,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
79,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,26,1989,26,15,"1,418",15.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
80,Daniel Amartey,gh GHA,MF,Leicester City,eng Premier League,21,1994,24,17,"1,673",18.6,1,1,2,1,0,0,3,0,0.05,0.05,0.11,0.05,0.11,Matches
81,Jordi Amat,id IDN,DF,Swansea City,eng Premier League,24,1992,17,15,"1,409",15.7,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches
82,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,18,1998,22,20,"1,776",19.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
83,Nadiem Amiri,de GER,"MF,FW",Hoffenheim,de Bundesliga,19,1996,33,20,"1,989",22.1,2,4,6,2,0,0,2,0,0.09,0.18,0.27,0.09,0.27,Matches
84,Fernando Amorebieta,ve VEN,DF,Sporting Gijón,es La Liga,31,1985,27,26,"2,218",24.6,0,1,1,0,0,0,17,0,0,0.04,0.04,0,0.04,Matches
85,Nordin Amrabat,ma MAR,"MF,FW",Watford,eng Premier League,29,1987,29,25,"2,091",23.2,0,3,3,0,0,0,4,0,0,0.13,0.13,0,0.13,Matches
86,Jon Ander Serantes,es ESP,GK,Leganés,es La Liga,26,1989,13,13,"1,109",12.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
87,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,23,1993,36,33,"2,908",32.3,4,8,12,3,1,1,5,0,0.12,0.25,0.37,0.09,0.34,Matches
88,Florin Andone,ro ROU,FW,Dep La Coruña,es La Liga,23,1993,37,32,"2,893",32.1,12,2,14,12,0,0,6,0,0.37,0.06,0.44,0.37,0.44,Matches
89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,25,1990,36,36,"3,215",35.7,0,3,3,0,0,0,6,0,0,0.08,0.08,0,0.08,Matches
90,Marco Andreolli,it ITA,DF,Inter,it Serie A,30,1986,6,4,362,4,1,0,1,1,0,0,0,0,0.25,0,0.25,0.25,0.25,Matches
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,27,1989,16,16,"1,367",15.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
92,Victorien Angban,ci CIV,MF,Granada,es La Liga,19,1996,10,8,682,7.6,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
93,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,26,1990,31,25,"2,139",23.8,5,1,6,4,1,1,3,0,0.21,0.04,0.25,0.17,0.21,Matches
94,José Ángel,es ESP,DF,Villarreal,es La Liga,26,1989,7,7,630,7,0,1,1,0,0,0,2,0,0,0.14,0.14,0,0.14,Matches
95,Miguel Ángel Moyá,es ESP,GK,Atlético Madrid,es La Liga,32,1984,9,8,770,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
96,Gabriele Angella,it ITA,"DF,MF",Udinese,it Serie A,27,1989,14,10,"1,017",11.3,1,0,1,1,0,0,3,0,0.09,0,0.09,0.09,0.09,Matches
97,Benjamin Angoua,ci CIV,DF,Guingamp,fr Ligue 1,29,1986,7,6,538,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
98,Victor Anichebe,ng NGA,"FW,MF",Sunderland,eng Premier League,28,1988,18,14,"1,219",13.5,3,0,3,3,0,0,2,0,0.22,0,0.22,0.22,0.22,Matches
99,Cristian Ansaldi,ar ARG,DF,Inter,it Serie A,29,1986,21,17,"1,500",16.7,0,1,1,0,0,0,10,1,0,0.06,0.06,0,0.06,Matches
100,Luca Antei,it ITA,DF,Sassuolo,it Serie A,24,1992,15,11,"1,114",12.4,1,0,1,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Luca Antonelli,it ITA,DF,Milan,it Serie A,29,1987,7,3,309,3.4,0,1,1,0,0,0,1,0,0,0.29,0.29,0,0.29,Matches
102,Michail Antonio,jm JAM,"MF,FW",West Ham United,eng Premier League,26,1990,29,29,"2,433",27,9,3,12,9,0,0,6,2,0.33,0.11,0.44,0.33,0.44,Matches
103,José Antonio Reyes,es ESP,"MF,FW",Espanyol,es La Liga,32,1983,21,10,869,9.7,3,4,7,2,1,1,1,0,0.31,0.41,0.72,0.21,0.62,Matches
104,Ikechi Anya,sct SCO,"FW,MF",Watford,eng Premier League,28,1988,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
105,Siniša Anđelković,si SVN,DF,Palermo,it Serie A,30,1986,22,21,"1,836",20.4,0,1,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
106,Dennis Aogo,de GER,"MF,DF",Schalke 04,de Bundesliga,29,1987,7,3,290,3.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
107,Houssem Aouar,dz ALG,FW,Lyon,fr Ligue 1,18,1998,3,1,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
108,Carlos Apna Embaló,gw GNB,"FW,MF",Palermo,it Serie A,21,1994,12,8,621,6.9,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
109,Alberto Aquilani,it ITA,"MF,FW",Pescara,it Serie A,32,1984,9,6,551,6.1,1,1,2,1,0,0,3,1,0.16,0.16,0.33,0.16,0.33,Matches
110,Alberto Aquilani,it ITA,MF,Sassuolo,it Serie A,32,1984,16,14,"1,237",13.7,0,1,1,0,0,0,3,0,0,0.07,0.07,0,0.07,Matches
111,Mauro Arambarri,uy URU,MF,Bordeaux,fr Ligue 1,20,1995,4,0,40,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
112,Mattia Aramu,it ITA,FW,Torino,it Serie A,21,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,27,1989,26,22,"1,815",20.2,2,2,4,1,1,2,9,1,0.1,0.1,0.2,0.05,0.15,Matches
114,Sergio Araujo,ar ARG,FW,Las Palmas,es La Liga,24,1992,11,5,533,5.9,2,1,3,2,0,0,2,0,0.34,0.17,0.51,0.34,0.51,Matches
115,Álvaro Arbeloa,es ESP,DF,West Ham United,eng Premier League,33,1983,3,1,258,2.9,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
116,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,29,1987,22,17,"1,574",17.5,0,2,2,0,0,0,5,0,0,0.11,0.11,0,0.11,Matches
117,Markel Areitio,es ESP,GK,Eibar,es La Liga,19,1996,1,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
118,Alphonse Areola,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,23,1993,15,14,"1,297",14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
119,Scott Arfield,ca CAN,MF,Burnley,eng Premier League,27,1988,31,23,"2,102",23.4,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches
120,Fernando Aristeguieta,ve VEN,FW,Nantes,fr Ligue 1,24,1992,5,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
121,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,35,1980,1,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
122,Pablo Armero,co COL,DF,Udinese,it Serie A,29,1986,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
123,Marko Arnautović,at AUT,"MF,FW",Stoke City,eng Premier League,27,1989,32,32,"2,714",30.2,6,5,11,6,0,1,9,1,0.2,0.17,0.36,0.2,0.36,Matches
124,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,22,1994,32,28,"2,423",26.9,2,3,5,2,0,0,9,0,0.07,0.11,0.19,0.07,0.19,Matches
125,Alejandro Arribas,es ESP,DF,Dep La Coruña,es La Liga,27,1989,23,20,"1,910",21.2,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Kepa Arrizabalaga,es ESP,GK,Athletic Club,es La Liga,21,1994,23,23,"2,015",22.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
127,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,26,1989,35,33,"2,956",32.8,1,3,4,1,0,1,13,2,0.03,0.09,0.12,0.03,0.12,Matches
128,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,30,1986,11,8,835,9.3,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches
129,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,it Serie A,27,1988,18,16,"1,472",16.4,0,1,1,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
130,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,27,1989,24,24,"2,104",23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
131,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,20,1996,23,11,"1,082",12,3,2,5,3,0,0,0,0,0.25,0.17,0.42,0.25,0.42,Matches
132,Joel Asoro,se SWE,"FW,MF",Sunderland,eng Premier League,17,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
133,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,28,1987,32,25,"2,315",25.7,19,3,22,13,6,6,9,1,0.74,0.12,0.86,0.51,0.62,Matches
134,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,32,1984,18,16,"1,479",16.4,0,1,1,0,0,0,2,2,0,0.06,0.06,0,0.06,Matches
135,Davide Astori,it ITA,DF,Fiorentina,it Serie A,29,1987,33,33,"2,967",33,2,0,2,2,0,0,12,2,0.06,0,0.06,0.06,0.06,Matches
136,Barış Atik,de GER,"FW,MF",Hoffenheim,de Bundesliga,21,1995,3,0,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
137,Omer Atzili,il ISR,MF,Granada,es La Liga,23,1993,9,3,317,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
138,Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,27,1989,32,31,"2,779",30.9,31,3,34,29,2,4,3,0,1,0.1,1.1,0.94,1.04,Matches
139,Emil Audero,id IDN,GK,Juventus,it Serie A,19,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
140,Jean-Kévin Augustin,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,19,1997,10,1,196,2.2,1,2,3,1,0,0,0,0,0.46,0.92,1.38,0.46,1.38,Matches
141,Serge Aurier,ci CIV,DF,Paris Saint-Germain,fr Ligue 1,23,1992,22,21,"1,829",20.3,0,3,3,0,0,0,5,1,0,0.15,0.15,0,0.15,Matches
142,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,27,1989,15,11,934,10.4,6,1,7,4,2,2,1,0,0.58,0.1,0.67,0.39,0.48,Matches
143,Donis Avdijaj,xk KVX,MF,Schalke 04,de Bundesliga,19,1996,9,2,298,3.3,2,0,2,2,0,0,1,0,0.6,0,0.6,0.6,0.6,Matches
144,Danilo Avelar,br BRA,DF,Torino,it Serie A,27,1989,3,3,262,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
145,Daniel Ayala,es ESP,DF,Middlesbrough,eng Premier League,25,1990,14,11,918,10.2,1,0,1,1,0,0,3,0,0.1,0,0.1,0.1,0.1,Matches
146,André Ayew,gh GHA,"MF,FW",West Ham United,eng Premier League,26,1989,25,16,"1,438",16,6,3,9,6,0,0,1,0,0.38,0.19,0.56,0.38,0.56,Matches
147,Jordan Ayew,gh GHA,"FW,MF",Swansea City,eng Premier League,24,1991,14,9,866,9.6,1,2,3,1,0,0,1,0,0.1,0.21,0.31,0.1,0.31,Matches
148,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,26,1989,38,38,"3,420",38,1,4,5,1,0,0,4,0,0.03,0.11,0.13,0.03,0.13,Matches
149,Florian Baak,de GER,DF,Hertha BSC,de Bundesliga,17,1999,2,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
150,Ludovic Baal,gf GUF,"DF,MF",Rennes,fr Ligue 1,30,1986,33,33,"2,880",32,0,4,4,0,0,0,3,1,0,0.12,0.12,0,0.12,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Mame Baba Thiam,sn SEN,FW,Empoli,it Serie A,23,1992,15,9,876,9.7,1,1,2,1,0,0,1,0,0.1,0.1,0.21,0.1,0.21,Matches
152,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,23,1993,22,13,"1,326",14.7,10,1,11,9,1,1,0,0,0.68,0.07,0.75,0.61,0.68,Matches
153,Ryan Babel,nl NED,"MF,FW",Dep La Coruña,es La Liga,29,1986,11,5,562,6.2,4,1,5,4,0,1,3,0,0.64,0.16,0.8,0.64,0.8,Matches
