Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
55,Álex Alegría,es ESP,FW,Mallorca,es La Liga,26,1992,6,0,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
56,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,1998,4,2,172,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
57,Carles Aleñá,es ESP,MF,Real Betis,es La Liga,21,1998,17,7,735,8.2,1,0,1,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches
58,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,11,9,901,10,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,38,35,"3,175",35.3,4,13,17,4,0,0,5,0,0.11,0.37,0.48,0.11,0.48,Matches
60,Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,4,4,279,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
61,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,28,17,"1,563",17.4,6,1,7,6,0,0,1,0,0.35,0.06,0.4,0.35,0.4,Matches
62,Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,29,29,"2,543",28.3,0,1,1,0,0,0,0,1,0,0.04,0.04,0,0.04,Matches
63,Allan,br BRA,MF,Napoli,it Serie A,28,1991,23,16,"1,280",14.2,2,1,3,2,0,0,3,0,0.14,0.07,0.21,0.14,0.21,Matches
64,Dele Alli,eng ENG,"MF,FW",Tottenham Hotspur,eng Premier League,23,1996,25,21,"1,847",20.5,8,4,12,7,1,1,2,0,0.39,0.19,0.58,0.34,0.54,Matches
65,Miguel Almirón,py PAR,"MF,FW",Newcastle United,eng Premier League,25,1994,36,35,"3,021",33.6,4,2,6,4,0,0,5,0,0.12,0.06,0.18,0.12,0.18,Matches
66,Marcos Alonso,es ESP,"DF,MF",Chelsea,eng Premier League,28,1990,18,15,"1,430",15.9,4,2,6,4,0,0,4,0,0.25,0.13,0.38,0.25,0.38,Matches
67,Mickaël Alphonse,gp GLP,"DF,MF",Dijon,fr Ligue 1,30,1989,17,15,"1,378",15.3,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches
68,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2,2,180,2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
69,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,27,1992,18,14,"1,147",12.7,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches
70,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,32,32,"2,810",31.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
71,Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,33,31,"2,671",29.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
72,Steven Alzate,co COL,"MF,DF",Brighton,eng Premier League,20,1998,19,12,"1,188",13.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
73,Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,eng Premier League,26,1993,11,8,759,8.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
74,Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,10,9,770,8.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
75,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,26,18,"1,695",18.8,1,1,2,1,0,0,5,0,0.05,0.05,0.11,0.05,0.11,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Amath,sn SEN,"FW,MF",Getafe,es La Liga,23,1996,7,0,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
77,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,26,24,"2,164",24,1,1,2,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,Matches
78,Thierry Ambrose,gp GLP,"FW,MF",Metz,fr Ligue 1,22,1997,18,4,548,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
79,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,20,17,"1,633",18.1,0,2,2,0,0,0,3,0,0,0.11,0.11,0,0.11,Matches
80,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,22,1996,30,22,"1,857",20.6,1,2,3,1,0,0,3,0,0.05,0.1,0.15,0.05,0.15,Matches
81,Ethan Ampadu,wls WAL,"DF,MF",RB Leipzig,de Bundesliga,18,2000,3,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
82,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,23,1996,12,5,500,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
83,Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,34,33,"2,919",32.4,1,1,2,0,1,1,10,2,0.03,0.03,0.06,0,0.03,Matches
84,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,18,17,"1,531",17,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
85,Djavan Anderson,sr SUR,MF,Lazio,it Serie A,24,1995,6,2,167,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
86,Felipe Anderson,br BRA,MF,West Ham United,eng Premier League,26,1993,25,20,"1,497",16.6,1,4,5,1,0,0,1,0,0.06,0.24,0.3,0.06,0.3,Matches
87,Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,33,31,"2,682",29.8,12,1,13,11,1,2,5,0,0.4,0.03,0.44,0.37,0.4,Matches
88,Florin Andone,ro ROU,FW,Brighton,eng Premier League,26,1993,3,1,73,0.8,1,0,1,1,0,0,0,1,1.23,0,1.23,1.23,1.23,Matches
89,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,26,23,"2,054",22.8,2,1,3,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13,Matches
90,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,6,5,531,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
91,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,30,30,"2,572",28.6,1,2,3,1,0,0,13,1,0.03,0.07,0.1,0.03,0.1,Matches
92,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,20,11,"1,029",11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
93,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,13,9,790,8.8,1,0,1,1,0,1,0,0,0.11,0,0.11,0.11,0.11,Matches
94,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,28,27,"2,360",26.2,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches
95,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13,13,"1,170",13,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
96,Angeliño,es ESP,"MF,DF",RB Leipzig,de Bundesliga,22,1997,13,12,"1,095",12.2,1,2,3,1,0,0,2,0,0.08,0.16,0.25,0.08,0.25,Matches
97,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,6,4,423,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
98,Faustino Anjorin,eng ENG,MF,Chelsea,eng Premier League,17,2001,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
99,Peter Ankersen,dk DEN,"MF,DF",Genoa,it Serie A,28,1990,19,11,"1,063",11.8,0,1,1,0,0,0,2,0,0,0.08,0.08,0,0.08,Matches
100,Cristian Ansaldi,ar ARG,MF,Torino,it Serie A,32,1986,27,21,"1,768",19.6,4,4,8,4,0,0,9,0,0.2,0.2,0.41,0.2,0.41,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Janis Antiste,fr FRA,"FW,MF",Toulouse,fr Ligue 1,16,2002,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
102,Michail Antonio,jm JAM,"FW,MF",West Ham United,eng Premier League,29,1990,24,19,"1,768",19.6,10,3,13,9,1,1,3,0,0.51,0.15,0.66,0.46,0.61,Matches
103,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,15,11,"1,029",11.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
104,Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,2,0,82,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
105,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,32,1987,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
106,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,34,28,"2,470",27.4,1,2,3,1,0,0,2,0,0.04,0.07,0.11,0.04,0.11,Matches
107,Anuar,ma MAR,MF,Valladolid,es La Liga,24,1995,11,1,189,2.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
108,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,21,1998,25,23,"1,956",21.7,3,4,7,3,0,0,3,0,0.14,0.18,0.32,0.14,0.32,Matches
109,Adil Aouchiche,dz ALG,MF,Paris Saint-Germain,fr Ligue 1,17,2002,1,1,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
110,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,19,18,"1,605",17.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
111,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,35,34,"3,069",34.1,1,1,2,1,0,0,11,1,0.03,0.03,0.06,0.03,0.06,Matches
112,Guilherme Arana,br BRA,"DF,MF",Atalanta,it Serie A,22,1997,4,0,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
113,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,27,23,"2,118",23.5,1,3,4,1,0,0,2,0,0.04,0.13,0.17,0.04,0.17,Matches
114,Luiz Araújo,br BRA,"MF,FW",Lille,fr Ligue 1,23,1996,21,7,828,9.2,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33,Matches
115,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,34,32,"2,888",32.1,1,2,3,1,0,0,10,0,0.03,0.06,0.09,0.03,0.09,Matches
116,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,6,2,238,2.6,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
117,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,24,22,"2,007",22.3,1,0,1,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
118,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4,4,360,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
119,Alphonse Areola,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,26,1993,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
120,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,14,11,"1,076",12,0,1,1,0,0,0,1,0,0,0.08,0.08,0,0.08,Matches
121,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
122,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,27,1992,30,19,"1,715",19.1,5,3,8,5,0,0,4,0,0.26,0.16,0.42,0.26,0.42,Matches
123,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,14,8,791,8.8,2,1,3,2,0,0,2,0,0.23,0.11,0.34,0.23,0.34,Matches
124,José Arnaiz,es ESP,MF,Leganés,es La Liga,24,1995,12,2,337,3.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
125,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,33,32,"2,821",31.3,4,8,12,4,0,0,8,0,0.13,0.26,0.38,0.13,0.38,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,33,"2,970",33,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
127,Kwadwo Asamoah,gh GHA,MF,Inter,it Serie A,30,1988,8,7,639,7.1,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14,Matches
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,8,7,634,7,0,1,1,0,0,0,2,0,0,0.14,0.14,0,0.14,Matches
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,34,"3,060",34,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,9,3,336,3.7,3,1,4,3,0,0,0,0,0.8,0.27,1.07,0.8,1.07,Matches
131,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,4,0,76,0.8,1,0,1,1,0,0,2,1,1.18,0,1.18,1.18,1.18,Matches
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,37,37,"3,262",36.2,14,3,17,9,5,7,9,0,0.39,0.08,0.47,0.25,0.33,Matches
133,Roger Assalé,ci CIV,"MF,FW",Leganés,es La Liga,25,1993,14,2,531,5.9,2,1,3,2,0,0,1,0,0.34,0.17,0.51,0.34,0.51,Matches
134,Youcef Atal,dz ALG,"FW,MF",Nice,fr Ligue 1,23,1996,13,12,"1,003",11.1,1,1,2,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,Matches
135,Miguel Atienza,es ESP,MF,Eibar,es La Liga,20,1999,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
136,Christian Atsu,gh GHA,MF,Newcastle United,eng Premier League,27,1992,19,6,749,8.3,0,3,3,0,0,0,2,0,0,0.36,0.36,0,0.36,Matches
137,Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Arsenal,eng Premier League,30,1989,36,35,"3,136",34.8,22,3,25,20,2,2,3,1,0.63,0.09,0.72,0.57,0.66,Matches
138,Emil Audero,id IDN,GK,Sampdoria,it Serie A,22,1997,36,36,"3,240",36,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,17,12,"1,135",12.6,0,2,2,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
140,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,10,2,266,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
141,Ludwig Augustinsson,se SWE,"MF,DF",Werder Bremen,de Bundesliga,25,1994,12,10,924,10.3,0,1,1,0,0,0,2,0,0,0.1,0.1,0,0.1,Matches
142,Serge Aurier,ci CIV,"DF,MF",Tottenham Hotspur,eng Premier League,26,1992,33,31,"2,700",30,1,5,6,1,0,0,4,1,0.03,0.17,0.2,0.03,0.2,Matches
143,Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,23,14,"1,222",13.6,2,3,5,2,0,0,3,0,0.15,0.22,0.37,0.15,0.37,Matches
144,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,20,18,"1,591",17.7,9,2,11,9,0,0,6,0,0.51,0.11,0.62,0.51,0.62,Matches
145,Javier Avilés,es ESP,FW,Leganés,es La Liga,21,1997,9,1,184,2,1,1,2,1,0,0,1,0,0.49,0.49,0.98,0.49,0.98,Matches
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,26,21,"1,997",22.2,0,0,0,0,0,0,10,0,0,0,0,0,0,Matches
147,Taiwo Awoniyi,ng NGA,"MF,FW",Mainz 05,de Bundesliga,21,1997,12,5,483,5.4,1,0,1,1,0,0,1,0,0.19,0,0.19,0.19,0.19,Matches
148,Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,22,15,"1,380",15.3,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches
149,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,37,37,"3,148",35,9,2,11,9,0,0,6,0,0.26,0.06,0.31,0.26,0.31,Matches
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,31,31,"2,731",30.3,2,3,5,2,0,0,10,0,0.07,0.1,0.16,0.07,0.16,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,25,14,"1,361",15.1,2,0,2,2,0,0,3,0,0.13,0,0.13,0.13,0.13,Matches
152,César Azpilicueta,es ESP,"DF,MF",Chelsea,eng Premier League,29,1989,36,36,"3,229",35.9,2,6,8,2,0,0,1,0,0.06,0.17,0.22,0.06,0.22,Matches
