Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1431,Jérémy Le Douaron,fr FRA,MF,Brest,fr Ligue 1,22,1998,9.1,1,14,7,50,1.54,0.77,0.07,0.14,0,0,Matches
1432,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,20,2000,20.2,0,31,5,16.1,1.54,0.25,0,0,0,0,Matches
1433,Vincent Le Goff,fr FRA,"DF,MF",Lorient,fr Ligue 1,30,1989,25.6,0,8,4,50,0.31,0.16,0,0,0,0,Matches
1434,Maxime Le Marchand,fr FRA,DF,Fulham,eng Premier League,30,1989,1.4,0,1,0,0,0.73,0,0,,0,0,Matches
1435,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,23,1996,30.5,0,18,1,5.6,0.59,0.03,0,0,0,0,Matches
1436,Damien Le Tallec,fr FRA,MF,Montpellier,fr Ligue 1,30,1990,13.6,0,13,4,30.8,0.95,0.29,0,0,0,0,Matches
1437,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,24,1996,2.8,0,6,1,16.7,2.12,0.35,0,0,0,0,Matches
1438,Rafael Leão,pt POR,"MF,FW",Milan,it Serie A,21,1999,21.4,6,43,20,46.5,2.01,0.94,0.14,0.3,0,0,Matches
1439,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,34,1985,36.8,0,0,0,,0,0,,,0,0,Matches
1440,Mathew Leckie,au AUS,MF,Hertha BSC,de Bundesliga,29,1991,5.6,0,2,1,50,0.36,0.18,0,0,0,0,Matches
1441,Benjamin Lecomte,fr FRA,GK,Monaco,fr Ligue 1,29,1991,28,0,0,0,,0,0,,,0,0,Matches
1442,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,27,1993,32,0,0,0,,0,0,,,0,0,Matches
1443,Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,27,1993,22.9,4,43,13,30.2,1.88,0.57,0.07,0.23,1,1,Matches
1444,Lucas Leiva,br BRA,MF,Lazio,it Serie A,33,1987,23.7,0,12,3,25,0.51,0.13,0,0,0,0,Matches
1445,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,29,1991,33.5,1,23,6,26.1,0.69,0.18,0.04,0.17,0,0,Matches
1446,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,27,1993,7.2,0,2,1,50,0.28,0.14,0,0,0,0,Matches
1447,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,24,1995,15.2,1,23,11,47.8,1.52,0.72,0.04,0.09,0,0,Matches
1448,Mario Lemina,ga GAB,MF,Fulham,eng Premier League,26,1993,18.9,1,19,2,10.5,1,0.11,0.05,0.5,0,0,Matches
1449,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,33,1987,21.5,1,16,4,25,0.74,0.19,0.06,0.25,0,0,Matches
1450,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,25,1995,27.5,1,12,6,50,0.44,0.22,0.08,0.17,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1451,Bernd Leno,de GER,GK,Arsenal,eng Premier League,28,1992,34.8,0,0,0,,0,0,,,0,0,Matches
1452,Christopher Lenz,de GER,"MF,DF",Union Berlin,de Bundesliga,25,1994,25,0,16,6,37.5,0.64,0.24,0,0,0,0,Matches
1453,Pedro León,es ESP,"MF,FW",Eibar,es La Liga,33,1986,10.4,1,18,5,27.8,1.73,0.48,0.06,0.2,0,0,Matches
1454,Sergio León,es ESP,FW,Levante,es La Liga,31,1989,8.3,2,20,5,25,2.41,0.6,0.1,0.4,0,0,Matches
1455,Lukas Lerager,dk DEN,MF,Genoa,it Serie A,27,1993,12.9,0,4,2,50,0.31,0.16,0,0,0,0,Matches
1456,Mehdi Léris,dz ALG,"DF,MF",Sampdoria,it Serie A,22,1998,4.3,0,2,1,50,0.47,0.23,0,0,0,0,Matches
1457,Khanya Leshabela,za RSA,MF,Leicester City,eng Premier League,20,1999,0.1,0,0,0,,0,0,,,0,0,Matches
1458,Karlo Letica,hr CRO,GK,Sampdoria,it Serie A,23,1997,1,0,0,0,,0,0,,,0,0,Matches
1459,Gaetano Letizia,it ITA,DF,Benevento,it Serie A,30,1990,17.4,3,13,7,53.8,0.75,0.4,0.23,0.43,0,0,Matches
1460,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,31,1988,27.3,41,137,67,48.9,5.02,2.45,0.24,0.49,8,9,Matches
1461,Jamal Lewis,nir NIR,DF,Newcastle United,eng Premier League,22,1998,20.4,0,3,1,33.3,0.15,0.05,0,0,0,0,Matches
1462,Aaron Leya Iseka,be BEL,FW,Metz,fr Ligue 1,22,1997,11.2,4,20,9,45,1.79,0.8,0.1,0.22,2,3,Matches
1463,Yanis Lhery,fr FRA,FW,Saint-Étienne,fr Ligue 1,17,2003,0.3,0,1,0,0,3,0,0,,0,0,Matches
1464,Dimitri Liénard,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,32,1988,20.3,2,30,10,33.3,1.48,0.49,0.03,0.1,1,2,Matches
1465,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,24,1996,33.3,4,9,4,44.4,0.27,0.12,0.44,1,0,0,Matches
1466,Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,20,1999,24.7,1,19,6,31.6,0.77,0.24,0.05,0.17,0,0,Matches
1467,Isaac Lihadji,fr FRA,MF,Lille,fr Ligue 1,18,2002,2.2,0,5,3,60,2.3,1.38,0,0,0,0,Matches
1468,Dimitris Limnios,gr GRE,MF,Köln,de Bundesliga,22,1998,4.2,0,6,3,50,1.43,0.71,0,0,0,0,Matches
1469,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,26,1994,28.7,1,4,1,25,0.14,0.03,0.25,1,0,0,Matches
1470,Karol Linetty,pl POL,MF,Torino,it Serie A,25,1995,20.4,1,7,3,42.9,0.34,0.15,0.14,0.33,0,0,Matches
1471,Jesse Lingard,eng ENG,"MF,FW",West Ham United,eng Premier League,27,1992,15.8,9,42,22,52.4,2.66,1.39,0.19,0.36,1,2,Matches
1472,Pol Lirola,es ESP,MF,Fiorentina,it Serie A,22,1997,5.5,0,2,0,0,0.36,0,0,,0,0,Matches
1473,Pol Lirola,es ESP,"MF,DF",Marseille,fr Ligue 1,22,1997,17.3,2,10,5,50,0.58,0.29,0.2,0.4,0,0,Matches
1474,Jake Livermore,eng ENG,MF,West Brom,eng Premier League,30,1989,13.8,0,5,0,0,0.36,0,0,,0,0,Matches
1475,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,26,1993,13.4,1,8,3,37.5,0.6,0.22,0.13,0.33,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1476,Diego Llorente,es ESP,DF,Real Sociedad,es La Liga,26,1993,1,0,0,0,,0,0,,,0,0,Matches
1477,Fernando Llorente,es ESP,FW,Udinese,it Serie A,35,1985,7.9,1,11,5,45.5,1.39,0.63,0.09,0.2,0,0,Matches
1478,Fernando Llorente,es ESP,FW,Napoli,it Serie A,35,1985,0.6,0,2,0,0,3.46,0,0,,0,0,Matches
1479,Marcos Llorente,es ESP,MF,Atlético Madrid,es La Liga,25,1995,32.8,12,49,22,44.9,1.49,0.67,0.24,0.55,0,0,Matches
1480,Hugo Lloris,fr FRA,GK,Tottenham Hotspur,eng Premier League,33,1986,38,0,0,0,,0,0,,,0,0,Matches
1481,Giovani Lo Celso,ar ARG,MF,Tottenham Hotspur,eng Premier League,24,1996,10.5,1,15,6,40,1.43,0.57,0.07,0.17,0,0,Matches
1482,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,25,1994,1.7,0,0,0,,0,0,,,0,0,Matches
1483,Manuel Locatelli,it ITA,MF,Sassuolo,it Serie A,22,1998,32,4,42,10,23.8,1.31,0.31,0.05,0.2,2,2,Matches
1484,Renan Lodi,br BRA,"DF,MF",Atlético Madrid,es La Liga,22,1998,12.5,1,11,4,36.4,0.88,0.32,0.09,0.25,0,0,Matches
1485,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,eng Premier League,24,1996,0.7,0,0,0,,0,0,,,0,0,Matches
1486,Ruben Loftus-Cheek,eng ENG,"MF,FW",Fulham,eng Premier League,24,1996,21.2,1,35,10,28.6,1.65,0.47,0.03,0.1,0,0,Matches
1487,Niklas Lomb,de GER,GK,Leverkusen,de Bundesliga,27,1993,1.5,0,0,0,,0,0,,,0,0,Matches
1488,Kevin Long,ie IRL,DF,Burnley,eng Premier League,29,1990,7.1,0,2,0,0,0.28,0,0,,0,0,Matches
1489,Shane Long,ie IRL,FW,Southampton,eng Premier League,33,1987,2.3,0,2,1,50,0.86,0.43,0,0,0,0,Matches
1490,Matthew Longstaff,eng ENG,MF,Newcastle United,eng Premier League,20,2000,4.2,0,0,0,,0,0,,,0,0,Matches
1491,Sean Longstaff,eng ENG,MF,Newcastle United,eng Premier League,22,1997,15.7,0,15,5,33.3,0.96,0.32,0,0,0,0,Matches
1492,Ademola Lookman,ng NGA,"MF,FW",Fulham,eng Premier League,22,1997,30.5,4,70,23,32.9,2.29,0.75,0.06,0.17,0,1,Matches
1493,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,29,1990,38,0,0,0,,0,0,,,0,0,Matches
1494,Rony Lopes,pt POR,"FW,MF",Nice,fr Ligue 1,24,1995,19.8,3,41,16,39,2.07,0.81,0.07,0.19,0,0,Matches
1495,Adrián López,es ESP,FW,Osasuna,es La Liga,32,1988,5.3,1,10,3,30,1.87,0.56,0.1,0.33,0,0,Matches
1496,Javi López,es ESP,DF,Alavés,es La Liga,18,2002,2.8,0,1,1,100,0.36,0.36,0,0,0,0,Matches
1497,Maxime Lopez,fr FRA,FW,Marseille,fr Ligue 1,22,1997,1.5,0,0,0,,0,0,,,0,0,Matches
1498,Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,22,1997,20.7,2,11,4,36.4,0.53,0.19,0.18,0.5,0,0,Matches
1499,Pedro López Muñoz,es ESP,"DF,MF",Huesca,es La Liga,36,1983,11.9,0,3,0,0,0.25,0,0,,0,0,Matches
1500,Pau López,es ESP,GK,Roma,it Serie A,25,1994,20.2,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1501,Roberto López,es ESP,MF,Real Sociedad,es La Liga,20,2000,5.6,3,14,5,35.7,2.5,0.89,0.21,0.6,0,0,Matches
1502,Unai López,es ESP,MF,Athletic Club,es La Liga,24,1995,15.8,3,25,10,40,1.58,0.63,0.12,0.3,0,0,Matches
1503,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,18,2002,2.8,0,3,0,0,1.05,0,0,,0,0,Matches
1504,Jordan Lotomba,ch SUI,"DF,MF",Nice,fr Ligue 1,21,1998,23.6,1,8,2,25,0.34,0.08,0.13,0.5,0,0,Matches
1505,Adrien Louveau,fr FRA,MF,Lens,fr Ligue 1,20,2000,0.1,0,0,0,,0,0,,,0,0,Matches
1506,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,21,1999,26.4,7,37,15,40.5,1.4,0.57,0.05,0.13,5,5,Matches
1507,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,20,2000,15.4,0,1,0,0,0.06,0,0,,0,0,Matches
1508,Max Lowe,eng ENG,"MF,DF",Sheffield United,eng Premier League,23,1997,6.1,0,2,1,50,0.33,0.16,0,0,0,0,Matches
1509,Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,23,1997,0.9,0,1,0,0,1.06,0,0,,0,0,Matches
1510,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,31,1989,34,1,21,4,19,0.62,0.12,0.05,0.25,0,0,Matches
1511,Anthony Lozano,hn HON,"FW,MF",Cádiz,es La Liga,27,1993,16.9,3,35,14,40,2.07,0.83,0.09,0.21,0,0,Matches
1512,Hirving Lozano,mx MEX,"MF,FW",Napoli,it Serie A,25,1995,21.8,11,59,28,47.5,2.7,1.28,0.19,0.39,0,0,Matches
1513,Jan Luca Schuler,de GER,FW,Schalke 04,de Bundesliga,21,1999,0.4,0,1,0,0,2.25,0,0,,0,0,Matches
1514,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,22,1998,1.9,0,5,0,0,2.62,0,0,,0,0,Matches
1515,Jean Lucas,br BRA,MF,Brest,fr Ligue 1,22,1998,11.2,0,20,5,25,1.78,0.45,0,0,0,0,Matches
1516,Anderson Lucoqui,ao ANG,DF,Arminia,de Bundesliga,23,1997,17.8,0,8,2,25,0.45,0.11,0,0,0,0,Matches
1517,Jeison Lucumí,co COL,MF,Elche,es La Liga,25,1995,0.5,0,0,0,,0,0,,,0,0,Matches
1518,Kilian Ludewig,de GER,"MF,DF",Schalke 04,de Bundesliga,20,2000,5.8,0,0,0,,0,0,,,0,0,Matches
1519,Florentino Luís,pt POR,MF,Monaco,fr Ligue 1,20,1999,2.7,0,1,0,0,0.37,0,0,,0,0,Matches
1520,José Luis Gayà,es ESP,DF,Valencia,es La Liga,25,1995,31.6,1,23,6,26.1,0.73,0.19,0.04,0.17,0,0,Matches
1521,José Luis Morales,es ESP,"MF,FW",Levante,es La Liga,33,1987,27.1,13,57,27,47.4,2.1,1,0.23,0.48,0,1,Matches
1522,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,30,1990,27,1,5,1,20,0.19,0.04,0.2,1,0,0,Matches
1523,Luisinho,pt POR,DF,Huesca,es La Liga,35,1985,2,0,1,0,0,0.5,0,0,,0,0,Matches
1524,Luismi,es ESP,"MF,DF",Elche,es La Liga,28,1992,1.9,0,0,0,,0,0,,,0,0,Matches
1525,David Luiz,br BRA,DF,Arsenal,eng Premier League,33,1987,15.5,1,15,2,13.3,0.97,0.13,0.07,0.5,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1526,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,22,1998,30.9,0,26,8,30.8,0.84,0.26,0,0,0,0,Matches
1527,Romelu Lukaku,be BEL,FW,Inter,it Serie A,27,1993,32,24,97,48,49.5,3.03,1.5,0.19,0.38,6,6,Matches
1528,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,de Bundesliga,22,1997,20.6,5,42,19,45.2,2.04,0.92,0.07,0.16,2,2,Matches
1529,Saša Lukić,rs SRB,MF,Torino,it Serie A,23,1996,23.4,3,19,7,36.8,0.81,0.3,0.16,0.43,0,0,Matches
1530,Senad Lulić,ba BIH,MF,Lazio,it Serie A,34,1986,8,0,6,3,50,0.75,0.38,0,0,0,0,Matches
1531,John Lundstram,eng ENG,MF,Sheffield United,eng Premier League,26,1994,22.6,0,20,5,25,0.89,0.22,0,0,0,1,Matches
1532,Sebastiano Luperto,it ITA,DF,Crotone,it Serie A,23,1996,20.9,0,5,1,20,0.24,0.05,0,0,0,0,Matches
1533,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,33,1987,30.8,0,0,0,,0,0,,,0,0,Matches
1534,Lyanco,br BRA,DF,Torino,it Serie A,23,1997,21.8,0,13,3,23.1,0.6,0.14,0,0,0,0,Matches
1535,Babis Lykogiannis,gr GRE,"DF,MF",Cagliari,it Serie A,26,1993,26.9,4,28,8,28.6,1.04,0.3,0.14,0.5,0,0,Matches
1536,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,1990,0.2,0,0,0,,0,0,,,0,0,Matches
1537,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,21,1998,12.4,1,24,3,12.5,1.94,0.24,0.04,0.33,0,0,Matches
1538,Darwin Machís,ve VEN,MF,Granada,es La Liga,27,1993,22.5,4,47,20,42.6,2.09,0.89,0.09,0.2,0,1,Matches
1539,Tim Maciejewski,de GER,MF,Union Berlin,de Bundesliga,19,2001,0.1,0,0,0,,0,0,,,0,0,Matches
1540,Luca Mack,de GER,MF,Stuttgart,de Bundesliga,20,2000,0.1,0,0,0,,0,0,,,0,0,Matches
1541,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1998,6,1,2,2,100,0.33,0.33,0.5,0.5,0,0,Matches
1542,James Maddison,eng ENG,MF,Leicester City,eng Premier League,23,1996,23.3,8,75,23,30.7,3.22,0.99,0.11,0.35,0,0,Matches
1543,Mikail Maden,no NOR,MF,Schalke 04,de Bundesliga,18,2002,0.1,0,0,0,,0,0,,,0,0,Matches
1544,Pablo Maffeo,es ESP,"MF,DF",Huesca,es La Liga,23,1997,21.8,1,11,5,45.5,0.5,0.23,0.09,0.2,0,0,Matches
1545,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,22,1997,22.2,2,16,4,25,0.72,0.18,0.13,0.5,0,0,Matches
1546,Lisandro Magallán,ar ARG,DF,Crotone,it Serie A,26,1993,24.2,1,8,3,37.5,0.33,0.12,0.13,0.33,0,0,Matches
1547,Christian Maggio,it ITA,DF,Benevento,it Serie A,38,1982,3.3,0,2,0,0,0.61,0,0,,0,0,Matches
1548,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,22,1998,24.6,3,40,15,37.5,1.63,0.61,0.08,0.2,0,0,Matches
1549,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,35,1984,4.9,0,2,0,0,0.41,0,0,,0,0,Matches
1550,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,24,1995,16.8,0,13,2,15.4,0.77,0.12,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1551,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,22,1998,6.7,0,9,1,11.1,1.34,0.15,0,0,0,0,Matches
1552,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,1993,33.9,2,36,11,30.6,1.06,0.32,0.06,0.18,0,0,Matches
1553,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,20,2000,0.7,0,0,0,,0,0,,,0,0,Matches
1554,Hicham Mahou,fr FRA,"FW,MF",Nice,fr Ligue 1,21,1999,0.4,0,0,0,,0,0,,,0,0,Matches
1555,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,29,1991,21.7,9,58,22,37.9,2.68,1.02,0.16,0.41,0,0,Matches
1556,Arne Maier,de GER,MF,Arminia,de Bundesliga,21,1999,11.5,0,11,2,18.2,0.96,0.17,0,0,0,0,Matches
1557,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,21,1999,0.3,0,0,0,,0,0,,,0,0,Matches
1558,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,24,1996,29.9,1,26,6,23.1,0.87,0.2,0.04,0.17,0,0,Matches
1559,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,25,1995,38,0,0,0,,0,0,,,0,0,Matches
1560,Ainsley Maitland-Niles,eng ENG,"MF,DF",Arsenal,eng Premier League,22,1997,5.4,0,2,1,50,0.37,0.18,0,0,0,0,Matches
1561,Ainsley Maitland-Niles,eng ENG,MF,West Brom,eng Premier League,22,1997,13.7,0,10,3,30,0.73,0.22,0,0,0,0,Matches
1562,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,21,1998,8.9,2,19,9,47.4,2.13,1.01,0.11,0.22,0,0,Matches
1563,Josh Maja,ng NGA,FW,Fulham,eng Premier League,21,1998,9,3,21,8,38.1,2.33,0.89,0.1,0.25,1,1,Matches
1564,Radosław Majecki,pl POL,GK,Monaco,fr Ligue 1,20,1999,1,0,0,0,,0,0,,,0,0,Matches
1565,Abdul Majeed Waris,gh GHA,"MF,FW",Strasbourg,fr Ligue 1,28,1991,6.1,1,10,3,30,1.63,0.49,0,0,1,1,Matches
1566,Marco Majouga,cf CTA,FW,Nîmes,fr Ligue 1,19,2001,1.4,0,5,1,20,3.63,0.73,0,0,0,0,Matches
1567,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,22,1998,5.8,0,4,0,0,0.69,0,0,,0,0,Matches
1568,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,25,1995,30.3,1,17,5,29.4,0.56,0.16,0.06,0.2,0,0,Matches
1569,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28,1991,13.4,0,5,1,20,0.37,0.07,0,0,0,0,Matches
1570,Filip Malbašić,rs SRB,"MF,FW",Cádiz,es La Liga,27,1992,9.6,0,9,1,11.1,0.94,0.1,0,0,0,0,Matches
1571,Kévin Malcuit,ma MAR,MF,Fiorentina,it Serie A,29,1991,2.3,0,2,0,0,0.87,0,0,,0,0,Matches
1572,Kévin Malcuit,ma MAR,"DF,FW",Napoli,it Serie A,29,1991,0.4,0,0,0,,0,0,,,0,0,Matches
1573,Daniel Maldini,it ITA,"FW,MF",Milan,it Serie A,18,2001,0.3,0,1,1,100,3.1,3.1,0,0,0,0,Matches
1574,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,27,1993,20.8,8,67,21,31.3,3.21,1.01,0.1,0.33,1,1,Matches
1575,Yunus Mallı,tr TUR,MF,Wolfsburg,de Bundesliga,28,1992,0.6,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1576,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29,1991,28.9,3,20,11,55,0.69,0.38,0.15,0.27,0,0,Matches
1577,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,24,1995,26,1,24,7,29.2,0.92,0.27,0.04,0.14,0,0,Matches
1578,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,21,1998,7.8,2,19,6,31.6,2.45,0.77,0.11,0.33,0,0,Matches
1579,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31,1989,25.7,0,6,2,33.3,0.23,0.08,0,0,0,0,Matches
1580,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24,1996,31.7,4,29,11,37.9,0.92,0.35,0.14,0.36,0,0,Matches
1581,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,35,1985,37,0,0,0,,0,0,,,0,0,Matches
1582,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,0,4,0,0,0.17,0,0,,0,0,Matches
1583,Aïssa Mandi,dz ALG,DF,Real Betis,es La Liga,28,1991,26.6,3,8,7,87.5,0.3,0.26,0.38,0.43,0,0,Matches
1584,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,23,1997,4.4,0,9,4,44.4,2.04,0.9,0,0,0,0,Matches
1585,Rolando Mandragora,it ITA,MF,Torino,it Serie A,23,1997,16.9,3,26,7,26.9,1.53,0.41,0.12,0.43,0,0,Matches
1586,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,1986,2.4,0,5,4,80,2.12,1.7,0,0,0,0,Matches
1587,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,11,94,36,38.3,3.01,1.15,0.12,0.31,0,0,Matches
1588,Niccolò Manfredini,it ITA,GK,Benevento,it Serie A,32,1988,1,0,0,0,,0,0,,,0,0,Matches
1589,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,0,2,0,0,0.56,0,0,,0,0,Matches
1590,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,1,25,9,36,1.07,0.38,0.04,0.11,0,0,Matches
1591,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,3,26,7,26.9,0.87,0.23,0,0,3,3,Matches
1592,Vito Mannone,it ITA,GK,Monaco,fr Ligue 1,32,1988,9,0,0,0,,0,0,,,0,0,Matches
1593,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,0,8,3,37.5,0.31,0.12,0,0,0,0,Matches
1594,Javier Manquillo,es ESP,DF,Newcastle United,eng Premier League,26,1994,9.2,0,1,0,0,0.11,0,0,,0,0,Matches
1595,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,0,1,0,0,0.31,0,0,,0,0,Matches
1596,Myziane Maolida,km COM,"FW,MF",Nice,fr Ligue 1,21,1999,12,3,19,4,21.1,1.59,0.33,0.16,0.75,0,0,Matches
1597,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13,0,27,8,29.6,2.08,0.62,0,0,0,0,Matches
1598,Sekou Mara,fr FRA,FW,Bordeaux,fr Ligue 1,18,2002,2.5,1,4,4,100,1.57,1.57,0.25,0.25,0,0,Matches
1599,Fernando Marçal,br BRA,"DF,MF",Wolves,eng Premier League,31,1989,6.9,0,2,0,0,0.29,0,0,,0,0,Matches
1600,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,31,1989,0.9,0,0,0,,0,0,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1601,Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,3,23,8,34.8,0.71,0.25,0.13,0.38,0,0,Matches
1602,Marcelo,br BRA,"DF,MF",Real Madrid,es La Liga,32,1988,11.7,0,12,0,0,1.03,0,0,,0,0,Matches
1603,Solly March,eng ENG,MF,Brighton,eng Premier League,26,1994,18.6,2,22,4,18.2,1.18,0.22,0.09,0.5,0,0,Matches
1604,Federico Marchetti,it ITA,GK,Genoa,it Serie A,37,1983,3.7,0,0,0,,0,0,,,0,0,Matches
1605,Riccardo Marchizza,it ITA,DF,Spezia,it Serie A,22,1998,17.3,0,7,0,0,0.4,0,0,,0,0,Matches
1606,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,0,25,5,20,0.75,0.15,0,0,0,0,Matches
1607,Iván Marcone,ar ARG,MF,Elche,es La Liga,30,1990,29.4,0,2,0,0,0.07,0,0,,0,0,Matches
1608,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,es La Liga,31,1989,16.9,1,6,5,83.3,0.36,0.3,0.17,0.2,0,0,Matches
1609,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,0,0,0,,0,0,,,0,0,Matches
1610,José Mari,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,1,17,4,23.5,1.05,0.25,0,0,1,1,Matches
1611,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26,1993,10,0,2,0,0,0.2,0,0,,0,0,Matches
1612,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,0,14,5,35.7,0.71,0.25,0,0,0,0,Matches
1613,Mariano,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,1,15,6,40,2.63,1.05,0.07,0.17,0,0,Matches
1614,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,28,1991,15.9,0,10,2,20,0.63,0.13,0,0,0,0,Matches
1615,Adrián Marín,es ESP,MF,Alavés,es La Liga,23,1997,1,0,1,0,0,0.97,0,0,,0,0,Matches
1616,Adrián Marín,es ESP,"MF,DF",Granada,es La Liga,23,1997,3,0,1,0,0,0.33,0,0,,0,0,Matches
