Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1438,Enzo Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,0,3,1,33.3,1.41,0.47,0,0,0,0,Matches
1439,Kevin Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,0,2,0,0,0.32,0,0,,0,0,Matches
1440,Shane Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,2,33,14,42.4,2.13,0.9,0.06,0.14,0,0,Matches
1441,Matthew Longstaff,eng ENG,MF,Newcastle United,eng Premier League,19,2000,6.4,2,4,2,50,0.63,0.31,0.5,1,0,0,Matches
1442,Sean Longstaff,eng ENG,MF,Newcastle United,eng Premier League,21,1997,15.3,1,25,7,28,1.63,0.46,0.04,0.14,0,0,Matches
1443,Ademola Lookman,ng NGA,FW,RB Leipzig,de Bundesliga,21,1997,3.4,0,10,1,10,2.91,0.29,0,0,0,0,Matches
1444,Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,0,0,0,,0,0,,,0,0,Matches
1445,Rony Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,0,2,1,50,1.34,0.67,0,0,0,0,Matches
1446,Rony Lopes,pt POR,MF,Monaco,fr Ligue 1,23,1995,0.9,0,2,0,0,2.25,0,0,,0,0,Matches
1447,Adrián López,es ESP,"FW,MF",Osasuna,es La Liga,31,1988,16,2,18,8,44.4,1.12,0.5,0.06,0.13,1,1,Matches
1448,David López,es ESP,"MF,DF",Espanyol,es La Liga,29,1989,27.3,4,16,11,68.8,0.59,0.4,0.25,0.36,0,0,Matches
1449,Diego López,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,0,0,0,,0,0,,,0,0,Matches
1450,Javi López,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,0,3,0,0,0.2,0,0,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1451,Javi López,es ESP,DF,Alavés,es La Liga,17,2002,1,0,0,0,,0,0,,,0,0,Matches
1452,Lluis López,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,0,2,0,0,0.6,0,0,,0,0,Matches
1453,Maxime Lopez,fr FRA,"MF,FW",Marseille,fr Ligue 1,21,1997,12.3,0,10,2,20,0.81,0.16,0,0,0,0,Matches
1454,Pau López,es ESP,GK,Roma,it Serie A,24,1994,32,0,0,0,,0,0,,,0,0,Matches
1455,Roberto López,es ESP,"FW,MF",Real Sociedad,es La Liga,19,2000,0.6,0,0,0,,0,0,,,0,0,Matches
1456,Unai López,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,1,28,9,32.1,1.41,0.45,0.04,0.11,0,0,Matches
1457,Iker Losada,es ESP,MF,Celta Vigo,es La Liga,17,2001,0.1,1,1,1,100,6.92,6.92,1,1,0,0,Matches
1458,Albert Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,0,0,0,,0,0,,,0,0,Matches
1459,Imran Louza,ma MAR,MF,Nantes,fr Ligue 1,20,1999,22.3,2,35,14,40,1.57,0.63,0.06,0.14,0,0,Matches
1460,Matteo Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,0,0,0,,0,0,,,0,0,Matches
1461,Dejan Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,0,5,1,20,0.58,0.12,0,0,0,0,Matches
1462,Eduard Löwen,de GER,MF,Augsburg,de Bundesliga,22,1997,7.5,2,10,6,60,1.34,0.8,0.2,0.33,0,0,Matches
1463,Eduard Löwen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,0,5,0,0,1.43,0,0,,0,0,Matches
1464,Matthew Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17,0,1,0,0,0.06,0,0,,0,0,Matches
1465,Hirving Lozano,mx MEX,"FW,MF",Napoli,it Serie A,24,1995,11.4,4,34,13,38.2,2.99,1.14,0.12,0.31,0,0,Matches
1466,Pol Lozano,es ESP,MF,Espanyol,es La Liga,19,1999,1.9,0,0,0,,0,0,,,0,0,Matches
1467,Jan Luca Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1,0,1,0,0,1,0,0,,0,0,Matches
1468,Jean Lucas,br BRA,MF,Lyon,fr Ligue 1,21,1998,2.2,1,6,2,33.3,2.7,0.9,0.17,0.5,0,0,Matches
1469,Fabio Lucioni,it ITA,DF,Lecce,it Serie A,31,1987,34.8,3,14,4,28.6,0.4,0.11,0.21,0.75,0,0,Matches
1470,José Luis Gayà,es ESP,DF,Valencia,es La Liga,24,1995,22.1,0,8,2,25,0.36,0.09,0,0,0,0,Matches
1471,José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,32,1987,28,4,40,15,37.5,1.43,0.54,0.1,0.27,0,0,Matches
1472,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,29,1990,27.6,2,15,4,26.7,0.54,0.15,0.13,0.5,0,0,Matches
1473,José Luis Rodríguez,pa PAN,"FW,MF",Alavés,es La Liga,21,1998,0.2,0,1,1,100,4.09,4.09,0,0,0,0,Matches
1474,David Luiz,br BRA,DF,Arsenal,eng Premier League,32,1987,31.2,2,23,8,34.8,0.74,0.26,0.09,0.25,0,0,Matches
1475,Douglas Luiz,br BRA,MF,Aston Villa,eng Premier League,21,1998,29,3,38,12,31.6,1.31,0.41,0.08,0.25,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1476,Jordan Lukaku,be BEL,MF,Lazio,it Serie A,25,1994,4.4,0,2,0,0,0.45,0,0,,0,0,Matches
1477,Romelu Lukaku,be BEL,FW,Inter,it Serie A,26,1993,33.1,23,99,47,47.5,2.99,1.42,0.17,0.36,6,6,Matches
1478,Dodi Lukebakio,be BEL,"MF,FW",Hertha BSC,de Bundesliga,21,1997,22.6,7,40,18,45,1.77,0.8,0.18,0.39,0,0,Matches
1479,Saša Lukić,rs SRB,MF,Torino,it Serie A,22,1996,20.7,1,17,4,23.5,0.82,0.19,0.06,0.25,0,0,Matches
1480,Senad Lulić,ba BIH,MF,Lazio,it Serie A,33,1986,17.5,0,15,3,20,0.86,0.17,0,0,0,0,Matches
1481,John Lundstram,eng ENG,MF,Sheffield United,eng Premier League,25,1994,27.3,5,44,11,25,1.61,0.4,0.11,0.45,0,0,Matches
1482,Sebastiano Luperto,it ITA,DF,Napoli,it Serie A,22,1996,5.9,0,1,0,0,0.17,0,0,,0,0,Matches
1483,Arnaud Lusamba,cd COD,"MF,FW",Nice,fr Ligue 1,22,1997,10.9,1,6,3,50,0.55,0.27,0.17,0.33,0,0,Matches
1484,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,32,1987,10,0,0,0,,0,0,,,0,0,Matches
1485,Lyanco,br BRA,DF,Torino,it Serie A,22,1997,13.1,0,5,0,0,0.38,0,0,,0,0,Matches
1486,Babis Lykogiannis,gr GRE,"DF,MF",Cagliari,it Serie A,25,1993,14.9,0,14,3,21.4,0.94,0.2,0,0,0,0,Matches
1487,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,29,1990,21.6,0,9,3,33.3,0.42,0.14,0,0,0,0,Matches
1488,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,20,1998,3.9,0,7,1,14.3,1.79,0.26,0,0,0,0,Matches
1489,Darwin Machís,ve VEN,"MF,FW",Granada,es La Liga,26,1993,23.7,7,72,28,38.9,3.04,1.18,0.08,0.21,1,1,Matches
1490,Yvann Macon,fr FRA,"MF,DF",Saint-Étienne,fr Ligue 1,20,1998,1.1,0,1,1,100,0.95,0.95,0,0,0,0,Matches
1491,James Maddison,eng ENG,"MF,FW",Leicester City,eng Premier League,22,1996,29.2,6,74,18,24.3,2.54,0.62,0.08,0.33,0,0,Matches
1492,Gabriel Magalhães,br BRA,DF,Lille,fr Ligue 1,21,1997,23.2,1,17,4,23.5,0.73,0.17,0.06,0.25,0,0,Matches
1493,Lisandro Magallán,ar ARG,DF,Alavés,es La Liga,25,1993,13.3,1,6,2,33.3,0.45,0.15,0.17,0.5,0,0,Matches
1494,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,34,1984,15.5,0,9,0,0,0.58,0,0,,0,0,Matches
1495,Giangiacomo Magnani,it ITA,DF,Brescia,it Serie A,23,1995,1.3,0,2,1,50,1.57,0.78,0,0,0,0,Matches
1496,Giangiacomo Magnani,it ITA,DF,Sassuolo,it Serie A,23,1995,1.6,1,2,2,100,1.24,1.24,0.5,0.5,0,0,Matches
1497,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,21,1998,2.6,0,6,2,33.3,2.29,0.76,0,0,0,0,Matches
1498,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26,1993,38,1,31,8,25.8,0.82,0.21,0.03,0.13,0,0,Matches
1499,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,19,2000,1.7,0,0,0,,0,0,,,0,0,Matches
1500,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,eng Premier League,28,1991,21.6,11,74,32,43.2,3.43,1.48,0.14,0.31,1,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1501,Thiago Maia,br BRA,MF,Lille,fr Ligue 1,22,1997,0.5,0,0,0,,0,0,,,0,0,Matches
1502,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,20,1999,5.9,0,6,3,50,1.01,0.5,0,0,0,0,Matches
1503,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,23,1996,25.2,1,29,9,31,1.15,0.36,0.03,0.11,0,0,Matches
1504,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,24,1995,28,0,1,0,0,0.04,0,0,,0,0,Matches
1505,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21,1997,15.4,0,4,1,25,0.26,0.06,0,0,0,0,Matches
1506,Josh Maja,ng NGA,FW,Bordeaux,fr Ligue 1,20,1998,8.2,6,18,12,66.7,2.2,1.47,0.33,0.5,0,0,Matches
1507,Abdul Majeed Waris,gh GHA,"MF,FW",Strasbourg,fr Ligue 1,27,1991,4.1,2,6,2,33.3,1.46,0.49,0.33,1,0,0,Matches
1508,Žan Majer,si SVN,MF,Lecce,it Serie A,27,1992,18.5,1,21,9,42.9,1.14,0.49,0.05,0.11,0,0,Matches
1509,Jean-Victor Makengo,fr FRA,MF,Toulouse,fr Ligue 1,21,1998,11,2,14,5,35.7,1.28,0.46,0.14,0.4,0,0,Matches
1510,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,24,1995,32.2,2,34,11,32.4,1.06,0.34,0.06,0.18,0,0,Matches
1511,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,27,1991,20,1,4,1,25,0.2,0.05,0.25,1,0,0,Matches
1512,Kévin Malcuit,ma MAR,DF,Napoli,it Serie A,28,1991,2.8,0,2,0,0,0.7,0,0,,0,0,Matches
1513,Daniel Maldini,it ITA,"FW,MF",Milan,it Serie A,17,2001,0.3,0,0,0,,0,0,,,0,0,Matches
1514,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,26,1993,17.1,8,79,28,35.4,4.63,1.64,0.1,0.29,0,1,Matches
1515,Yunus Mallı,tr TUR,"MF,FW",Union Berlin,de Bundesliga,27,1992,7.5,0,12,4,33.3,1.6,0.53,0,0,0,0,Matches
1516,Hugo Mallo,es ESP,"DF,MF",Celta Vigo,es La Liga,28,1991,21.8,0,6,3,50,0.27,0.14,0,0,0,0,Matches
1517,Streli Mamba,de GER,FW,Paderborn 07,de Bundesliga,25,1994,16.9,5,23,10,43.5,1.36,0.59,0.22,0.5,0,0,Matches
1518,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,30,1989,22,0,8,2,25,0.36,0.09,0,0,0,0,Matches
1519,Gianluca Mancini,it ITA,"DF,MF",Roma,it Serie A,23,1996,30.4,1,21,5,23.8,0.69,0.16,0.05,0.2,0,0,Matches
1520,Marco Mancosu,it ITA,MF,Lecce,it Serie A,30,1988,27.1,14,85,30,35.3,3.14,1.11,0.06,0.17,9,11,Matches
1521,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,34,1985,26.3,0,0,0,,0,0,,,0,0,Matches
1522,Reinildo Mandava,mz MOZ,"DF,MF",Lille,fr Ligue 1,25,1994,12.3,0,2,0,0,0.16,0,0,,0,0,Matches
1523,Aïssa Mandi,dz ALG,DF,Real Betis,es La Liga,27,1991,28.6,0,11,3,27.3,0.38,0.1,0,0,0,0,Matches
1524,Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,0,55,8,14.5,2.41,0.35,0,0,0,0,Matches
1525,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,27,1992,30.5,18,77,36,46.8,2.52,1.18,0.23,0.5,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1526,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,28,1991,7.5,0,1,0,0,0.13,0,0,,0,0,Matches
1527,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,32,1987,20.8,2,29,5,17.2,1.39,0.24,0.07,0.4,0,0,Matches
1528,Massimiliano Mangraviti,it ITA,DF,Brescia,it Serie A,21,1998,10.8,0,3,0,0,0.28,0,0,,0,0,Matches
1529,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,28,1991,24.2,4,17,7,41.2,0.7,0.29,0.24,0.57,0,0,Matches
1530,Javier Manquillo,es ESP,"DF,MF",Newcastle United,eng Premier League,25,1994,17.8,0,1,0,0,0.06,0,0,,0,0,Matches
1531,Giacomo Manzari,it ITA,MF,Sassuolo,it Serie A,18,2000,0.2,0,0,0,,0,0,,,0,0,Matches
1532,Myziane Maolida,km COM,"FW,MF",Nice,fr Ligue 1,20,1999,7.5,1,15,6,40,2,0.8,0.07,0.17,0,0,Matches
1533,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21,1998,20,3,12,7,58.3,0.6,0.35,0.25,0.43,0,0,Matches
1534,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,30,1989,9.2,0,4,1,25,0.43,0.11,0,0,0,0,Matches
1535,Marcelo,br BRA,DF,Lyon,fr Ligue 1,32,1987,16.7,0,8,2,25,0.48,0.12,0,0,0,0,Matches
1536,Marcelo,br BRA,DF,Real Madrid,es La Liga,31,1988,14.4,1,17,5,29.4,1.18,0.35,0.06,0.2,0,0,Matches
1537,Solly March,eng ENG,"MF,FW",Brighton,eng Premier League,25,1994,12.7,0,20,8,40,1.57,0.63,0,0,0,0,Matches
1538,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,27,1992,21.1,0,12,2,16.7,0.57,0.09,0,0,0,0,Matches
1539,Óscar de Marcos,es ESP,"MF,DF",Athletic Club,es La Liga,30,1989,6,0,1,0,0,0.17,0,0,,0,0,Matches
1540,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,19,1999,1,0,0,0,,0,0,,,0,0,Matches
1541,Miguel Marí,es ESP,MF,Eibar,es La Liga,22,1997,0.1,0,0,0,,0,0,,,0,0,Matches
1542,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,25,1993,1.3,0,0,0,,0,0,,,0,0,Matches
1543,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,24,1995,19.5,0,11,2,18.2,0.56,0.1,0,0,0,0,Matches
1544,Mariano,do DOM,FW,Real Madrid,es La Liga,25,1993,0.5,1,6,2,33.3,12,4,0.17,0.5,0,0,Matches
1545,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,32,1986,16.8,0,3,0,0,0.18,0,0,,0,0,Matches
1546,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,27,1991,2.2,0,1,0,0,0.45,0,0,,0,0,Matches
1547,Federico Marigosu,it ITA,MF,Cagliari,it Serie A,18,2001,0.3,0,0,0,,0,0,,,0,0,Matches
1548,Adrián Marín,es ESP,DF,Alavés,es La Liga,22,1997,9.5,0,3,0,0,0.32,0,0,,0,0,Matches
1549,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,25,1994,1,0,0,0,,0,0,,,0,0,Matches
1550,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,25,1994,19.5,2,12,4,33.3,0.62,0.21,0.17,0.5,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1551,Marlon,br BRA,DF,Sassuolo,it Serie A,23,1995,20.2,0,4,1,25,0.2,0.05,0,0,0,0,Matches
1552,Omar Marmoush,eg EGY,"FW,MF",Wolfsburg,de Bundesliga,20,1999,0.9,0,1,1,100,1.11,1.11,0,0,0,0,Matches
1553,Gonzalo Maroni,ar ARG,MF,Sampdoria,it Serie A,20,1999,2,0,5,2,40,2.49,0.99,0,0,0,1,Matches
1554,Marquinhos,br BRA,"MF,DF",Paris Saint-Germain,fr Ligue 1,25,1994,16.4,3,11,3,27.3,0.67,0.18,0.27,1,0,0,Matches
1555,Bruno Martella,it ITA,"DF,MF",Brescia,it Serie A,26,1992,14.1,0,10,2,20,0.71,0.14,0,0,0,0,Matches
1556,Roger Martí,es ESP,FW,Levante,es La Liga,28,1991,25.2,11,57,24,42.1,2.26,0.95,0.12,0.29,4,4,Matches
1557,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,23,1995,29.2,17,80,40,50,2.74,1.37,0.21,0.43,0,1,Matches
1558,Aarón Martín,es ESP,"DF,MF",Mainz 05,de Bundesliga,22,1997,19.9,0,9,3,33.3,0.45,0.15,0,0,0,0,Matches
1559,Daniel Martín,es ESP,GK,Real Betis,es La Liga,21,1998,5.9,0,0,0,,0,0,,,0,0,Matches
1560,David Martin,eng ENG,GK,West Ham United,eng Premier League,33,1986,4.8,0,0,0,,0,0,,,0,0,Matches
1561,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,29,1990,1.3,0,1,0,0,0.8,0,0,,0,0,Matches
1562,Jonas Martin,fr FRA,MF,Strasbourg,fr Ligue 1,29,1990,2.7,0,2,1,50,0.73,0.36,0,0,0,1,Matches
1563,Josh Martin,eng ENG,MF,Norwich City,eng Premier League,17,2001,0.4,0,1,1,100,2.43,2.43,0,0,0,0,Matches
1564,Gabriel Martinelli,br BRA,MF,Arsenal,eng Premier League,18,2001,7.4,3,12,5,41.7,1.63,0.68,0.25,0.6,0,0,Matches
1565,Álex Martínez,es ESP,"DF,MF",Granada,es La Liga,28,1990,0.2,0,1,0,0,6,0,0,,0,0,Matches
1566,Emiliano Martínez,ar ARG,GK,Arsenal,eng Premier League,26,1992,8.6,0,0,0,,0,0,,,0,0,Matches
1567,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,28,1991,33,1,26,4,15.4,0.79,0.12,0.04,0.25,0,0,Matches
1568,Javi Martínez,es ESP,MF,Osasuna,es La Liga,19,1999,0.1,0,0,0,,0,0,,,0,0,Matches
1569,Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,30,1988,7.5,0,1,0,0,0.13,0,0,,0,0,Matches
1570,José Martínez,es ESP,DF,Granada,es La Liga,26,1993,13.2,0,2,0,0,0.15,0,0,,0,0,Matches
1571,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,21,1997,27.2,14,125,46,36.8,4.59,1.69,0.1,0.26,2,3,Matches
1572,Pablo Martínez,es ESP,MF,Levante,es La Liga,21,1998,0.4,0,1,0,0,2.73,0,0,,0,0,Matches
1573,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30,1989,26,2,13,3,23.1,0.5,0.12,0.15,0.67,0,0,Matches
1574,Gelson Martins,pt POR,"MF,FW",Monaco,fr Ligue 1,24,1995,18.6,4,28,10,35.7,1.51,0.54,0.14,0.4,0,0,Matches
1575,Adam Marušić,me MNE,MF,Lazio,it Serie A,26,1992,10.5,2,11,8,72.7,1.05,0.76,0.18,0.25,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1576,Omar Mascarell,gq EQG,MF,Schalke 04,de Bundesliga,26,1993,22.5,0,10,2,20,0.44,0.09,0,0,0,0,Matches
1577,Andrea Masiello,it ITA,DF,Genoa,it Serie A,33,1986,14.7,0,7,1,14.3,0.48,0.07,0,0,0,0,Matches
1578,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,33,1986,6,0,0,0,,0,0,,,0,0,Matches
1579,Adam Masina,ma MAR,DF,Watford,eng Premier League,25,1994,20.2,1,15,3,20,0.74,0.15,0.07,0.33,0,0,Matches
1580,Jordi Masip,es ESP,GK,Valladolid,es La Liga,30,1989,35,0,0,0,,0,0,,,0,0,Matches
1581,Arthur Masuaku,cd COD,"DF,MF",West Ham United,eng Premier League,25,1993,10.4,0,5,2,40,0.48,0.19,0,0,0,0,Matches
1582,Jaime Mata,es ESP,FW,Getafe,es La Liga,30,1988,30.5,11,56,25,44.6,1.83,0.82,0.14,0.32,3,4,Matches
1583,Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,31,1988,8.4,0,10,2,20,1.19,0.24,0,0,0,0,Matches
1584,Aleš Matějů,cz CZE,DF,Brescia,it Serie A,23,1996,28.3,0,6,4,66.7,0.21,0.14,0,0,0,0,Matches
1585,Jean-Philippe Mateta,fr FRA,FW,Mainz 05,de Bundesliga,22,1997,11.7,3,35,12,34.3,2.99,1.03,0.06,0.17,1,1,Matches
1586,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,30,1988,17.6,0,7,2,28.6,0.4,0.11,0,0,0,0,Matches
1587,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,27,1991,7.8,1,4,1,25,0.51,0.13,0.25,1,0,0,Matches
1588,Rabbi Matondo,wls WAL,"FW,MF",Schalke 04,de Bundesliga,18,2000,12.9,2,23,7,30.4,1.78,0.54,0.09,0.29,0,0,Matches
1589,Alessandro Matri,it ITA,FW,Brescia,it Serie A,34,1984,1,0,6,1,16.7,6.07,1.01,0,0,0,0,Matches
1590,Federico Mattiello,it ITA,MF,Cagliari,it Serie A,24,1995,10.3,0,7,2,28.6,0.68,0.19,0,0,0,0,Matches
1591,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,32,1987,24.9,0,14,6,42.9,0.56,0.24,0,0,0,0,Matches
1592,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,22,1996,30.7,10,96,38,39.6,3.12,1.24,0.09,0.24,1,2,Matches
1593,Stephy Mavididi,eng ENG,"MF,FW",Dijon,fr Ligue 1,21,1998,15.5,5,26,9,34.6,1.68,0.58,0.19,0.56,0,0,Matches
1594,Philipp Max,de GER,"DF,MF",Augsburg,de Bundesliga,25,1993,30.1,8,36,13,36.1,1.2,0.43,0.19,0.54,1,1,Matches
1595,Alexandru Maxim,ro ROU,"FW,MF",Mainz 05,de Bundesliga,29,1990,1.3,0,3,0,0,2.31,0,0,,0,0,Matches
1596,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Paris Saint-Germain,fr Ligue 1,30,1989,5,3,18,8,44.4,3.59,1.6,0.17,0.38,0,0,Matches
1597,Kévin Mayi,ga GAB,"FW,MF",Brest,fr Ligue 1,26,1993,0,0,0,0,,0,0,,,0,0,Matches
1598,Borja Mayoral,es ESP,FW,Levante,es La Liga,22,1997,23.8,8,48,20,41.7,2.02,0.84,0.17,0.4,0,0,Matches
1599,Luca Mazzitelli,it ITA,"DF,MF",Sassuolo,it Serie A,23,1995,0.1,0,0,0,,0,0,,,0,0,Matches
1600,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,24,1995,18.8,3,10,3,30,0.53,0.16,0.3,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
1601,Kylian Mbappé,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,20,1998,16.8,18,88,49,55.7,5.23,2.91,0.2,0.37,0,0,Matches
1602,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,24,1994,16.7,0,6,1,16.7,0.36,0.06,0,0,0,0,Matches
1603,Loïc Mbe Soh,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,18,2001,0.6,0,0,0,,0,0,,,0,0,Matches
1604,Isaac Mbenza,be BEL,MF,Amiens,fr Ligue 1,23,1996,0.9,0,4,1,25,4.29,1.07,0,0,0,0,Matches
1605,Hianga'a Mbock,fr FRA,MF,Brest,fr Ligue 1,19,1999,1.6,1,4,1,25,2.55,0.64,0.25,1,0,0,Matches
1606,Nathanael Mbuku,cd COD,"MF,FW",Reims,fr Ligue 1,17,2002,4.4,0,8,1,12.5,1.82,0.23,0,0,0,0,Matches
1607,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,31,1987,34.3,0,28,6,21.4,0.82,0.17,0,0,0,0,Matches
1608,Oliver McBurnie,sct SCO,FW,Sheffield United,eng Premier League,23,1996,23.5,6,50,25,50,2.13,1.06,0.12,0.24,0,0,Matches
1609,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,29,1989,28,0,0,0,,0,0,,,0,0,Matches
1610,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,28,1990,18.7,0,12,3,25,0.64,0.16,0,0,0,0,Matches
1611,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,24,1994,25.7,3,55,20,36.4,2.14,0.78,0.05,0.15,0,0,Matches
1612,David McGoldrick,ie IRL,FW,Sheffield United,eng Premier League,31,1987,20.2,2,45,20,44.4,2.23,0.99,0.04,0.1,0,0,Matches
1613,Michael McGovern,nir NIR,GK,Norwich City,eng Premier League,35,1984,1.8,0,0,0,,0,0,,,0,0,Matches
1614,Weston McKennie,us USA,"MF,DF",Schalke 04,de Bundesliga,20,1998,23,3,32,8,25,1.39,0.35,0.09,0.38,0,0,Matches
1615,Kenny McLean,sct SCO,MF,Norwich City,eng Premier League,27,1992,33,1,30,10,33.3,0.91,0.3,0.03,0.1,0,0,Matches
1616,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,19,1999,37.1,2,48,14,29.2,1.29,0.38,0.04,0.14,0,0,Matches
1617,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,22,1996,19.7,4,29,10,34.5,1.47,0.51,0.14,0.4,0,0,Matches
1618,Biagio Meccariello,it ITA,DF,Lecce,it Serie A,28,1991,8.5,1,5,2,40,0.59,0.23,0.2,0.5,0,0,Matches
1619,Gary Medel,cl CHI,MF,Bologna,it Serie A,31,1987,19.8,0,5,1,20,0.25,0.05,0,0,0,0,Matches
1620,Ben Mee,eng ENG,DF,Burnley,eng Premier League,29,1989,32,1,17,7,41.2,0.53,0.22,0.06,0.14,0,0,Matches
1621,Joshua Mees,de GER,MF,Union Berlin,de Bundesliga,23,1996,3.6,0,9,3,33.3,2.49,0.83,0,0,0,0,Matches
1622,Admir Mehmedi,ch SUI,"MF,FW",Wolfsburg,de Bundesliga,28,1991,13.3,2,23,9,39.1,1.72,0.68,0.09,0.22,0,0,Matches
