Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
153,Sergio Rico,es ESP,GK,Fulham,eng Premier League,24,1993,29,29,"2,610",29,56,1.93,163,111,68.1,6,3,20,5,17.2,4,4,0,0,0,Matches
154,Asier Riesgo,es ESP,GK,Eibar,es La Liga,34,1983,15,14,"1,260",14,20,1.43,47,27,57.4,2,8,4,4,28.6,0,0,0,0,,Matches
155,Joel Robles,es ESP,GK,Real Betis,es La Liga,28,1990,5,5,450,5,5,1,20,16,80,2,1,2,1,20,1,1,0,0,0,Matches
156,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,27,1991,1,0,,0,0,,0,0,,0,0,0,0,,0,0,0,0,,Matches
157,John Ruddy,eng ENG,GK,Wolves,eng Premier League,31,1986,1,1,90,1,0,0,3,3,100,1,0,0,1,100,0,0,0,0,,Matches
158,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,37,37,"3,330",37,40,1.08,141,109,76.6,19,8,10,13,35.1,9,7,1,1,12.5,Matches
159,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,26,1992,27,27,"2,430",27,35,1.3,108,76,69.4,10,9,8,7,25.9,3,2,1,0,33.3,Matches
160,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34,34,"3,060",34,55,1.62,144,97,67.4,8,8,18,6,17.6,8,8,0,0,0,Matches
161,Frederik Rønnow,dk DEN,GK,Eintracht Frankfurt,de Bundesliga,25,1992,2,1,122,1.4,0,0,7,7,100,1,0,0,1,100,0,0,0,0,,Matches
162,Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1,1,90,1,2,2,7,5,71.4,0,0,1,0,0,0,0,0,0,,Matches
163,Brice Samba,fr FRA,GK,Caen,fr Ligue 1,24,1994,38,38,"3,420",38,54,1.42,184,138,73.9,7,12,19,9,23.7,8,6,2,0,25,Matches
164,Roberto Santamaría,es ESP,GK,Huesca,es La Liga,33,1985,20,20,"1,800",20,30,1.5,93,69,74.2,5,7,8,6,30,6,6,0,0,0,Matches
165,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38,38,"3,420",38,48,1.26,133,90,67.7,15,7,16,10,26.3,5,5,0,0,0,Matches
166,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33,33,"2,970",33,60,1.82,165,112,67.9,7,12,14,5,15.2,7,7,0,0,0,Matches
167,Simone Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9,9,810,9,13,1.44,38,26,68.4,2,2,5,2,22.2,1,1,0,0,0,Matches
168,Andrea Seculin,it ITA,GK,Chievo,it Serie A,28,1990,2,1,90,1,6,6,11,5,45.5,0,0,1,0,0,0,0,0,0,,Matches
169,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37,37,"3,330",37,48,1.3,140,101,70.7,10,16,11,8,21.6,9,7,2,0,22.2,Matches
170,Adrian Šemper,hr CRO,GK,Chievo,it Serie A,20,1998,6,6,540,6,8,1.33,34,26,76.5,1,3,2,2,33.3,0,0,0,0,,Matches
171,Luigi Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,37,"3,330",37,59,1.59,194,142,73.7,10,11,16,10,27,8,8,0,0,0,Matches
172,Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,1997,7,7,630,7,13,1.86,32,21,65.6,1,4,2,0,0,2,2,0,0,0,Matches
173,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,1987,36,36,"3,170",35.2,35,0.99,132,100,75,15,14,7,14,38.9,4,2,2,0,50,Matches
174,Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,3,270,3,4,1.33,13,9,69.2,2,0,1,0,0,0,0,0,0,,Matches
175,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,38,"3,420",38,56,1.47,172,120,69.8,11,11,16,10,26.3,4,4,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
176,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,29,1988,34,34,"3,060",34,43,1.26,154,114,74,16,7,11,13,38.2,3,3,0,0,0,Matches
177,David Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,37,"3,330",37,34,0.92,127,99,76.4,14,14,9,13,35.1,7,4,2,1,33.3,Matches
178,Juan Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,4,359,4,2,0.5,10,9,90,4,0,0,3,75,1,1,0,0,0,Matches
179,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,31,"2,790",31,61,1.97,166,108,64.5,1,11,19,5,16.1,4,2,2,0,50,Matches
180,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,1,90,1,4,4,9,5,55.6,0,0,1,0,0,0,0,0,0,,Matches
181,Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,35,"3,150",35,64,1.83,201,142,70.6,5,9,21,8,22.9,5,5,0,0,0,Matches
182,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35,35,"3,150",35,39,1.11,131,99,74,16,7,12,10,28.6,7,5,2,0,28.6,Matches
183,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,33,1984,14,14,"1,138",12.6,12,0.95,35,26,71.4,4,5,5,4,28.6,3,2,1,0,33.3,Matches
184,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,3,2,225,2.5,7,2.8,13,6,46.2,0,1,1,0,0,0,0,0,0,,Matches
185,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,28,1990,28,28,"2,520",28,20,0.71,81,63,76.5,22,5,1,11,39.3,3,1,1,1,50,Matches
186,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,32,1986,27,27,"2,391",26.6,30,1.13,88,62,67,8,6,13,7,25.9,4,1,3,0,75,Matches
187,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,26,1992,35,35,"3,150",35,32,0.91,116,85,73.3,25,8,2,16,45.7,1,1,0,0,0,Matches
188,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,28,1990,2,2,180,2,3,1.5,11,8,72.7,0,1,1,0,0,0,0,0,0,,Matches
189,Pietro Terracciano,it ITA,GK,Empoli,it Serie A,28,1990,8,8,720,8,10,1.25,36,26,72.2,1,2,5,2,25,0,0,0,0,,Matches
190,Kevin Trapp,de GER,GK,Eintracht Frankfurt,de Bundesliga,28,1990,33,33,"2,938",32.6,48,1.47,163,116,71.2,14,9,10,8,24.2,1,1,0,0,0,Matches
191,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,19,1999,2,2,180,2,5,2.5,14,9,64.3,1,0,1,1,50,0,0,0,0,,Matches
192,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,32,1985,1,1,90,1,3,3,5,3,60,0,0,1,0,0,1,1,0,0,0,Matches
193,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,29,1988,9,8,757,8.4,9,1.07,21,14,66.7,4,3,1,2,25,3,2,0,1,0,Matches
194,Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,29,1989,33,33,"2,970",33,44,1.33,137,98,70.8,13,8,12,8,24.2,5,4,1,0,20,Matches
195,Koke Vegas,es ESP,GK,Levante,es La Liga,22,1995,1,1,90,1,2,2,8,6,75,0,1,0,0,0,0,0,0,0,,Matches
196,Emiliano Viviano,it ITA,GK,SPAL,it Serie A,32,1985,17,17,"1,525",16.9,25,1.48,81,60,74.1,7,3,7,4,23.5,4,4,0,0,0,Matches
197,Michel Vorm,nl NED,GK,Tottenham Hotspur,eng Premier League,34,1983,2,2,180,2,4,2,13,9,69.2,0,0,2,0,0,0,0,0,0,,Matches
198,Axel Werner,ar ARG,GK,Huesca,es La Liga,22,1996,6,6,540,6,16,2.67,32,17,53.1,1,1,4,0,0,1,1,0,0,0,Matches
199,Yoel,es ESP,GK,Valladolid,es La Liga,29,1988,3,3,270,3,6,2,11,6,54.5,0,2,1,0,0,1,1,0,0,0,Matches
200,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,23,1994,10,10,900,10,14,1.4,51,37,72.5,4,4,2,2,20,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
201,Luca Zidane,dz ALG,GK,Real Madrid,es La Liga,20,1998,1,1,90,1,2,2,3,1,33.3,1,0,0,0,0,0,0,0,0,,Matches
202,Ron-Robert Zieler,de GER,GK,Stuttgart,de Bundesliga,29,1989,34,34,"3,060",34,70,2.06,181,113,62.4,7,7,20,6,17.6,3,2,0,1,0,Matches
