Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
153,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,26,1995,36,36,"3,240",36,40,1.11,127,93,73.2,13,8,15,12,33.3,7,6,1,0,14.3,Matches
154,Diant Ramaj,de GER,GK,Eintracht Frankfurt,de Bundesliga,20,2001,1,1,90,1,1,1,6,5,83.3,0,1,0,0,0,0,0,0,0,,Matches
155,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,24,1998,38,38,"3,420",38,43,1.13,134,94,70.1,26,6,6,14,36.8,5,3,0,2,0,Matches
156,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,33,1988,9,9,810,9,23,2.56,62,41,66.1,0,3,6,0,0,2,2,0,0,0,Matches
157,David Raya,es ESP,GK,Brentford,eng Premier League,26,1995,38,38,"3,420",38,46,1.21,198,154,77.8,15,14,9,12,31.6,2,2,0,0,0,Matches
158,Pepe Reina,es ESP,GK,Villarreal,es La Liga,39,1982,22,22,"1,980",22,27,1.23,84,61,72.6,13,3,6,5,22.7,4,4,0,0,0,Matches
159,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,27,1995,38,38,"3,420",38,35,0.92,132,99,74.2,21,8,9,15,39.5,2,1,1,0,50,Matches
160,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,33,1988,34,34,"3,060",34,72,2.12,189,127,66.1,10,5,19,5,14.7,14,8,3,3,27.3,Matches
161,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,34,1987,7,6,601,6.7,8,1.2,21,17,81,2,4,0,1,16.7,4,4,0,0,0,Matches
162,Joel Robles,es ESP,GK,Leeds United,eng Premier League,32,1990,4,4,360,4,11,2.75,25,16,64,0,1,3,0,0,3,2,0,1,0,Matches
163,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,25,1996,2,2,180,2,2,1,4,2,50,0,2,0,1,50,0,0,0,0,,Matches
164,Leo Román,es ESP,GK,Mallorca,es La Liga,22,2000,1,1,90,1,0,0,4,4,100,1,0,0,1,100,0,0,0,0,,Matches
165,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,31,1991,1,0,4,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
166,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30,1992,14,14,"1,260",14,10,0.71,56,46,82.1,6,3,5,7,50,0,0,0,0,,Matches
167,Alessandro Russo,it ITA,GK,Sassuolo,it Serie A,21,2001,1,1,90,1,3,3,7,4,57.1,0,0,1,0,0,0,0,0,0,,Matches
168,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,29,1992,29,29,"2,610",29,27,0.93,116,94,81,16,7,6,11,37.9,5,5,0,0,0,Matches
169,José Sá,pt POR,GK,Wolves,eng Premier League,29,1993,36,36,"3,240",36,55,1.53,157,106,66.2,11,7,18,11,30.6,4,2,2,0,50,Matches
170,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28,1994,37,37,"3,330",37,28,0.76,124,98,79.8,24,9,4,15,40.5,3,3,0,0,0,Matches
171,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,24,1997,23,23,"2,070",23,30,1.3,71,47,64.8,11,5,7,6,26.1,6,5,1,0,16.7,Matches
172,Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,25,1997,2,2,180,2,3,1.5,8,5,62.5,1,0,1,1,50,0,0,0,0,,Matches
173,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,35,1986,36,36,"3,240",36,35,0.97,137,106,76.6,15,12,9,11,30.6,5,3,1,1,25,Matches
174,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27,1995,34,34,"3,060",34,54,1.59,127,77,60.6,10,12,12,6,17.6,5,4,1,0,20,Matches
175,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30,1992,23,22,"2,035",22.6,58,2.57,134,80,59.7,4,4,14,2,9.1,4,4,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
176,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,30,1992,38,38,"3,420",38,59,1.55,164,115,70.1,9,13,16,6,15.8,11,10,0,1,0,Matches
177,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31,1991,17,17,"1,530",17,27,1.59,77,57,70.1,4,5,8,3,17.6,7,4,3,0,42.9,Matches
178,Rui Silva,pt POR,GK,Real Betis,es La Liga,28,1994,26,26,"2,340",26,32,1.23,103,73,70.9,12,4,10,9,34.6,2,2,0,0,0,Matches
179,Marco Silvestri,it ITA,GK,Udinese,it Serie A,31,1991,38,38,"3,420",38,48,1.26,131,89,67.9,11,13,14,10,26.3,7,6,0,1,0,Matches
180,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25,1997,31,31,"2,745",30.5,37,1.21,104,70,67.3,13,6,12,9,29,3,3,0,0,0,Matches
181,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,34,1988,6,5,510,5.7,12,2.12,32,21,65.6,1,1,3,1,20,1,1,0,0,0,Matches
182,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,35,1987,1,1,90,1,0,0,5,5,100,1,0,0,1,100,0,0,0,0,,Matches
183,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31,1991,37,37,"3,330",37,49,1.32,154,113,72.7,13,12,12,7,18.9,9,7,2,0,22.2,Matches
184,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,28,1994,6,6,540,6,14,2.33,24,11,45.8,1,1,4,1,16.7,1,1,0,0,0,Matches
185,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,33,1988,19,19,"1,710",19,25,1.32,48,30,62.5,11,4,4,5,26.3,7,7,0,0,0,Matches
186,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,33,1988,10,10,900,10,14,1.4,59,47,79.7,4,4,2,3,30,2,2,0,0,0,Matches
187,David Soria,es ESP,GK,Getafe,es La Liga,29,1993,38,38,"3,420",38,45,1.18,157,120,73.9,10,12,16,13,34.2,8,4,4,0,50,Matches
188,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30,1992,15,14,"1,339",14.9,21,1.41,63,43,68.3,6,3,5,2,14.3,1,1,0,0,0,Matches
189,Jason Steele,eng ENG,GK,Brighton,eng Premier League,31,1990,15,15,"1,350",15,23,1.53,57,36,61.4,7,3,5,6,40,2,1,1,0,50,Matches
190,Mile Svilar,rs SRB,GK,Roma,it Serie A,22,1999,3,3,270,3,3,1,10,7,70,1,1,1,1,33.3,0,0,0,0,,Matches
191,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32,1990,28,28,"2,472",27.5,26,0.95,91,67,74.7,17,3,8,15,53.6,3,3,0,0,0,Matches
192,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,36,1986,16,16,"1,440",16,22,1.37,61,41,67.2,9,3,4,4,25,2,2,0,0,0,Matches
193,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,30,1992,38,38,"3,347",37.2,18,0.48,98,83,84.7,28,4,6,26,68.4,3,3,0,0,0,Matches
194,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,32,1990,29,29,"2,610",29,38,1.31,91,59,64.8,9,8,12,5,17.2,7,6,1,0,14.3,Matches
195,Kevin Trapp,de GER,GK,Eintracht Frankfurt,de Bundesliga,32,1990,33,33,"2,970",33,51,1.55,129,80,62,13,10,10,6,18.2,2,2,0,0,0,Matches
196,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,23,1999,12,11,"1,035",11.5,32,2.78,66,36,54.5,2,0,9,2,18.2,2,2,0,0,0,Matches
197,Martin Turk,si SVN,GK,Sampdoria,it Serie A,18,2003,4,4,360,4,9,2.25,29,21,72.4,1,1,2,0,0,2,1,0,1,0,Matches
198,Samir Ujkani,xk KVX,GK,Empoli,it Serie A,34,1988,1,0,7,0.1,1,12.86,1,0,0,0,0,0,0,,0,0,0,0,,Matches
199,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,33,1988,3,3,270,3,2,0.67,6,5,66.7,3,0,0,2,66.7,1,0,1,0,100,Matches
200,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,25,1996,31,31,"2,783",30.9,39,1.26,130,96,73.1,9,12,10,7,22.6,6,4,1,1,20,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
201,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,25,1997,19,19,"1,710",19,24,1.26,59,38,64.4,6,5,8,4,21.1,4,3,0,1,0,Matches
202,Danny Ward,wls WAL,GK,Leicester City,eng Premier League,29,1993,26,26,"2,340",26,46,1.77,119,76,63,7,3,16,6,23.1,3,2,1,0,33.3,Matches
203,Axel Werner,ar ARG,GK,Elche,es La Liga,26,1996,2,2,180,2,4,2,9,5,55.6,0,0,2,0,0,0,0,0,0,,Matches
204,Joseph Whitworth,eng ENG,GK,Crystal Palace,eng Premier League,18,2004,2,2,180,2,5,2.5,10,5,50,0,0,2,0,0,0,0,0,0,,Matches
205,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,27,1994,26,26,"2,340",26,39,1.5,106,70,66,9,8,9,7,26.9,5,3,1,1,25,Matches
206,Michael Zetterer,de GER,GK,Werder Bremen,de Bundesliga,27,1995,2,1,152,1.7,3,1.78,14,11,78.6,0,1,0,0,0,0,0,0,0,,Matches
207,Jeroen Zoet,nl NED,GK,Spezia,it Serie A,31,1991,5,4,334,3.7,4,1.08,13,10,76.9,0,3,1,0,0,1,1,0,0,0,Matches
208,Petar Zovko,ba BIH,GK,Spezia,it Serie A,20,2002,1,0,74,0.8,2,2.43,3,1,33.3,0,0,0,0,,0,0,0,0,,Matches
