Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
154,Julian Pollersbeck,de GER,GK,Lyon,fr Ligue 1,26,1994,6,4,436,4.8,6,1.24,21,19,90.5,3,0,1,1,25,4,4,0,0,0,Matches
155,Nick Pope,eng ENG,GK,Burnley,eng Premier League,29,1992,36,36,"3,240",36,47,1.31,162,120,74.1,7,14,15,9,25,5,5,0,0,0,Matches
156,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,22,1999,13,13,"1,170",13,29,2.23,57,32,52.6,3,5,5,2,15.4,4,2,2,0,50,Matches
157,Alejandro Primo,es ESP,GK,Levante,es La Liga,17,2004,1,1,90,1,1,1,2,1,50,1,0,0,0,0,0,0,0,0,,Matches
158,Ivan Provedel,it ITA,GK,Spezia,it Serie A,27,1994,31,31,"2,761",30.7,52,1.7,157,115,72.6,9,5,17,7,22.6,12,9,1,2,10,Matches
159,Ionuț Radu,ro ROU,GK,Inter,it Serie A,24,1997,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,0,,Matches
160,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3,3,270,3,5,1.67,14,11,71.4,0,2,1,1,33.3,2,1,1,0,50,Matches
161,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38,38,"3,420",38,44,1.16,155,117,74.8,11,13,14,11,28.9,7,5,1,1,16.7,Matches
162,Diant Ramaj,de GER,GK,Eintracht Frankfurt,de Bundesliga,19,2001,1,1,90,1,1,1,4,3,75,0,1,0,0,0,0,0,0,0,,Matches
163,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34,34,"3,060",34,39,1.15,124,90,72.6,21,3,10,12,35.3,6,5,0,1,0,Matches
164,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,1,0,5,0.1,1,18,0,0,,0,0,0,0,,1,1,0,0,0,Matches
165,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24,24,"2,160",24,27,1.13,101,78,77.2,10,5,9,8,33.3,4,4,0,0,0,Matches
166,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21,21,"1,890",21,26,1.24,74,51,67.6,6,9,6,8,38.1,3,2,1,0,33.3,Matches
167,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15,15,"1,350",15,29,1.93,56,31,55.4,6,4,5,2,13.3,5,4,0,1,0,Matches
168,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35,35,"3,150",35,32,0.91,106,79,73.6,15,11,9,19,54.3,5,4,1,0,20,Matches
169,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14,14,"1,260",14,29,2.07,54,29,51.9,4,0,10,1,7.1,4,3,1,0,25,Matches
170,Sergio Rico,es ESP,GK,Paris Saint-Germain,fr Ligue 1,27,1993,1,0,23,0.3,1,3.91,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches
171,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31,31,"2,790",31,45,1.45,152,112,72.4,10,6,15,7,22.6,6,3,2,1,40,Matches
172,Leo Román,es ESP,GK,Mallorca,es La Liga,21,2000,2,2,180,2,5,2.5,14,10,71.4,0,0,2,0,0,1,1,0,0,0,Matches
173,Sergio Romero,ar ARG,GK,Venezia,it Serie A,34,1987,16,16,"1,440",16,33,2.06,101,74,73.3,3,4,9,3,18.8,6,6,0,0,0,Matches
174,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,30,1991,1,0,37,0.4,1,2.43,2,1,50,0,0,0,0,,0,0,0,0,,Matches
175,John Ruddy,eng ENG,GK,Wolves,eng Premier League,34,1986,2,1,135,1.5,3,2,7,4,57.1,0,1,0,0,0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
176,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,1992,32,32,"2,880",32,28,0.87,97,73,74.2,14,9,9,14,43.8,4,3,1,0,25,Matches
177,Mathew Ryan,au AUS,GK,Real Sociedad,es La Liga,29,1992,3,3,270,3,5,1.67,14,10,71.4,2,0,1,1,33.3,1,1,0,0,0,Matches
178,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,28,1992,7,7,630,7,5,0.71,19,14,73.7,5,2,0,2,28.6,0,0,0,0,,Matches
179,José Sá,pt POR,GK,Wolves,eng Premier League,28,1993,37,37,"3,285",36.5,40,1.1,152,121,79.6,15,5,17,11,29.7,10,9,0,1,0,Matches
180,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,37,1984,1,1,90,1,2,2,3,1,33.3,0,0,1,0,0,0,0,0,0,,Matches
181,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23,1997,37,37,"3,329",37,42,1.14,140,101,72.1,12,15,10,11,29.7,4,3,0,1,0,Matches
182,Giacomo Satalino,it ITA,GK,Sassuolo,it Serie A,22,1999,1,0,8,0.1,0,0,1,1,100,0,0,0,0,,0,0,0,0,,Matches
183,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,1986,37,37,"3,330",37,58,1.57,178,129,71.3,13,10,14,7,18.9,10,7,2,1,22.2,Matches
184,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21,21,"1,890",21,28,1.33,98,71,71.4,10,4,7,3,14.3,1,0,1,0,100,Matches
185,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,25,25,"2,175",24.2,51,2.11,118,72,61,7,5,13,4,16,5,5,0,0,0,Matches
186,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37,37,"3,330",37,43,1.16,128,89,69.5,16,12,9,13,35.1,4,4,0,0,0,Matches
187,Adrian Šemper,hr CRO,GK,Genoa,it Serie A,23,1998,1,1,90,1,1,1,4,3,75,0,0,1,0,0,0,0,0,0,,Matches
188,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,1991,16,16,"1,392",15.5,24,1.55,75,54,72,4,8,4,1,6.3,3,3,0,0,0,Matches
189,Rui Silva,pt POR,GK,Real Betis,es La Liga,27,1994,22,21,"1,964",21.8,21,0.96,74,55,74.3,11,4,6,8,38.1,2,2,0,0,0,Matches
190,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,1991,35,35,"3,150",35,50,1.43,137,92,67.2,10,14,11,7,20,7,5,0,2,0,Matches
191,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,1997,34,34,"3,060",34,31,0.91,111,83,74.8,13,11,10,12,35.3,3,3,0,0,0,Matches
192,Tobias Sippel,de GER,GK,Gladbach,de Bundesliga,33,1988,1,1,90,1,1,1,3,2,66.7,0,1,0,0,0,0,0,0,0,,Matches
193,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,1987,37,37,"3,330",37,59,1.59,176,122,68.8,4,16,17,10,27,5,4,1,0,20,Matches
194,Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,1996,4,3,277,3.1,4,1.3,15,12,80,0,1,2,1,33.3,1,1,0,0,0,Matches
195,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36,36,"3,240",36,53,1.47,170,124,73.5,11,9,16,12,33.3,9,8,1,0,11.1,Matches
196,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,32,1988,33,33,"2,970",33,60,1.82,175,120,67.4,12,8,13,5,15.2,5,3,2,0,40,Matches
197,David Soria,es ESP,GK,Getafe,es La Liga,28,1993,38,38,"3,414",37.9,41,1.08,129,91,69.8,8,15,15,14,36.8,4,2,1,1,33.3,Matches
198,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,1992,5,5,450,5,5,1,16,13,81.3,0,3,2,2,40,2,2,0,0,0,Matches
199,Jason Steele,eng ENG,GK,Brighton,eng Premier League,30,1990,1,1,90,1,2,2,5,3,60,0,0,1,0,0,0,0,0,0,,Matches
200,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,28,1992,1,1,90,1,3,3,4,1,25,0,0,1,0,0,0,0,0,0,,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
201,Zack Steffen,us USA,GK,Manchester City,eng Premier League,26,1995,1,1,90,1,0,0,2,2,100,1,0,0,1,100,0,0,0,0,,Matches
202,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26,1995,23,23,"2,070",23,29,1.26,86,58,67.4,12,6,5,7,30.4,1,1,0,0,0,Matches
203,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,1990,33,33,"2,970",33,29,0.88,98,75,73.5,18,9,6,12,36.4,6,3,3,0,50,Matches
204,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,35,1986,6,6,540,6,10,1.67,23,14,65.2,4,1,1,1,16.7,3,2,1,0,33.3,Matches
205,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,1992,35,35,"3,150",35,34,0.97,106,74,69.8,19,9,7,11,31.4,3,2,1,0,33.3,Matches
206,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,1990,32,31,"2,862",31.8,43,1.35,98,58,58.2,16,5,10,9,29,3,2,1,0,33.3,Matches
207,Kevin Trapp,de GER,GK,Eintracht Frankfurt,de Bundesliga,31,1990,32,32,"2,880",32,46,1.44,155,113,72.9,10,11,11,5,15.6,4,4,0,0,0,Matches
208,Philipp Tschauner,de GER,GK,RB Leipzig,de Bundesliga,35,1985,1,0,3,0,0,0,0,0,,0,0,0,1,,0,0,0,0,,Matches
209,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,32,1988,6,6,540,6,11,1.83,23,13,56.5,2,1,3,1,16.7,1,1,0,0,0,Matches
210,Benjamin Uphoff,de GER,GK,Freiburg,de Bundesliga,27,1993,2,2,180,2,7,3.5,12,5,41.7,0,1,1,0,0,0,0,0,0,,Matches
211,Rúben Vezo,pt POR,DF,Levante,es La Liga,27,1994,1,1,4,26.9,0,0,0,0,,0,1,0,0,0,0,0,0,0,,Matches
212,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,24,1996,38,38,"3,420",38,70,1.84,213,150,69.5,10,11,17,7,18.4,10,5,2,3,28.6,Matches
213,Danny Ward,wls WAL,GK,Leicester City,eng Premier League,28,1993,1,1,90,1,1,1,5,4,80,1,0,0,0,0,0,0,0,0,,Matches
214,Freddie Woodman,eng ENG,GK,Newcastle United,eng Premier League,24,1997,4,4,360,4,12,3,18,9,44.4,0,1,3,0,0,3,2,1,0,33.3,Matches
215,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,26,1994,32,32,"2,880",32,42,1.31,119,81,68.1,12,6,14,10,31.3,5,4,1,0,20,Matches
216,Luca Zidane,dz ALG,GK,Rayo Vallecano,es La Liga,23,1998,8,8,645,7.2,13,1.81,37,24,64.9,0,1,7,0,0,0,0,0,0,,Matches
217,Jeroen Zoet,nl NED,GK,Spezia,it Serie A,30,1991,7,7,630,7,19,2.71,40,23,55,1,1,5,0,0,2,1,1,0,50,Matches
218,Petar Zovko,ba BIH,GK,Spezia,it Serie A,19,2002,1,0,29,0.3,0,0,0,0,,0,0,0,0,,0,0,0,0,,Matches
