Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
15,Claud Adjapong,it ITA,MF,Sassuolo,it Serie A,20,1998,3,1,0,0,3,6,2,5,1,2,0,0,0,Matches
16,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,2.4,1,0,0,4,1,0,9,2,3,0,0,0,Matches
17,Ali Adnan Kadhim,iq IRQ,MF,Atalanta,it Serie A,24,1993,1.8,0,0,0,2,2,0,14,3,1,0,0,0,Matches
18,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,37,1981,10.5,5,0,0,28,8,12,6,0,1,,,0,Matches
19,Luis Advíncula,pe PER,"DF,MF",Rayo Vallecano,es La Liga,28,1990,26.5,6,2,2,48,46,0,54,19,38,,,0,Matches
20,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,22,1996,22.6,4,0,0,24,28,0,42,26,29,,,0,Matches
21,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,4,1,0,20,8,1,3,13,11,0,2,0,Matches
22,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,30,1988,27.3,4,0,0,22,25,26,14,8,10,0,0,0,Matches
23,Ruben Aguilar,fr FRA,MF,Montpellier,fr Ligue 1,25,1993,28.1,8,0,0,38,41,1,112,35,52,0,1,0,Matches
24,Juan Aguilera,es ESP,MF,Huesca,es La Liga,32,1985,3.8,1,0,0,3,6,0,2,4,2,,,0,Matches
25,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,27,1990,1.8,0,0,0,2,4,0,2,1,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
26,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,24,1994,11.9,2,0,0,26,17,0,6,19,14,0,0,0,Matches
27,Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,1,0,0,1,0,0,6,2,1,0,0,0,Matches
28,Ola Aina,ng NGA,MF,Torino,it Serie A,21,1996,24,5,1,0,31,39,4,62,39,35,0,0,0,Matches
29,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,fr Ligue 1,22,1996,10.4,0,0,0,10,9,0,4,21,15,0,0,0,Matches
30,Youssef Aït Bennasser,ma MAR,MF,Monaco,fr Ligue 1,22,1996,11.9,2,0,0,11,11,0,2,17,15,0,0,0,Matches
31,Rayan Aït-Nouri,dz ALG,"DF,MF",Angers,fr Ligue 1,17,2001,0.6,1,0,0,1,1,0,0,0,2,0,1,0,Matches
32,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,24,1994,17,5,0,0,45,17,3,5,5,13,1,0,0,Matches
33,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,1,0,0,14,17,0,3,29,22,0,0,0,Matches
34,Carlos Akapo,gq EQG,"DF,MF",Huesca,es La Liga,25,1993,11.4,2,0,0,16,13,0,7,22,15,,,0,Matches
35,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,3,0,0,28,21,2,6,32,35,1,1,0,Matches
36,Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2,0,0,0,2,2,0,8,1,3,,,1,Matches
37,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,de Bundesliga,23,1995,5.8,0,0,0,8,16,1,9,5,6,0,0,0,Matches
38,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,2,0,0,6,10,0,0,12,16,0,0,0,Matches
39,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,2,0,0,4,3,0,0,11,6,0,1,0,Matches
40,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,4,0,0,14,11,6,116,36,22,0,0,0,Matches
41,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,4,0,0,29,31,0,41,41,45,0,0,0,Matches
42,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,25,1992,14.1,1,0,0,23,24,15,5,1,8,0,0,0,Matches
43,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,6,0,0,25,19,9,52,60,22,,,0,Matches
44,Luis Alberto,es ESP,"MF,FW",Lazio,it Serie A,25,1992,22.1,5,1,0,24,24,3,170,10,24,0,0,0,Matches
45,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19,4,0,0,10,8,0,3,20,10,0,1,0,Matches
46,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,de Bundesliga,27,1990,18.4,3,1,0,34,36,1,58,18,28,0,2,0,Matches
47,Marc Albrighton,eng ENG,"MF,FW",Leicester City,eng Premier League,28,1989,18.1,3,0,0,10,20,2,125,22,23,0,0,0,Matches
48,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,24,1993,13.5,0,0,0,6,7,10,4,6,1,0,0,0,Matches
49,Pedro Alcalá,es ESP,DF,Girona,es La Liga,29,1989,20.8,9,0,0,21,13,2,3,36,23,,,0,Matches
50,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,27,1991,26.8,5,0,0,52,34,1,69,44,67,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,27,1991,33.1,13,0,0,69,109,1,39,38,54,,,0,Matches
52,Toby Alderweireld,be BEL,DF,Tottenham Hotspur,eng Premier League,29,1989,32.5,3,0,0,10,2,1,6,25,25,0,0,1,Matches
53,Álex Alegría,es ESP,FW,Rayo Vallecano,es La Liga,25,1992,1.6,0,0,0,7,4,3,0,0,1,,,0,Matches
54,Alexis Alegue,fr FRA,"FW,MF",Nantes,fr Ligue 1,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
55,Iván Alejo,es ESP,MF,Getafe,es La Liga,23,1995,1.6,2,1,0,10,7,0,7,0,0,,,0,Matches
56,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,20,1998,7.1,2,0,0,9,14,1,3,2,4,,,0,Matches
57,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,23,1995,25,0,0,0,0,4,0,0,3,0,0,0,0,Matches
58,Alexander,ar ARG,MF,Leganés,es La Liga,29,1988,0.1,0,0,0,1,0,0,3,0,0,,,0,Matches
59,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,3,0,0,14,8,4,201,35,42,0,0,0,Matches
60,Alfonso,mz MOZ,"DF,MF",Hoffenheim,de Bundesliga,18,1999,0.1,0,0,0,0,0,0,0,1,1,0,0,0,Matches
61,Rachid Alioui,ma MAR,FW,Nîmes,fr Ligue 1,26,1992,13.9,1,0,0,11,12,7,18,9,7,0,0,0,Matches
62,Alisson,br BRA,GK,Liverpool,eng Premier League,25,1992,38,1,0,0,0,1,0,0,1,1,0,0,0,Matches
63,Bobby Allain,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13,1,0,0,1,6,0,0,0,0,0,1,0,Matches
64,Allan,br BRA,MF,Eintracht Frankfurt,de Bundesliga,21,1997,2,1,0,0,5,5,0,3,0,4,0,0,0,Matches
65,Allan,br BRA,MF,Napoli,it Serie A,27,1991,29.1,10,0,0,50,61,0,14,35,69,0,0,0,Matches
66,Dele Alli,eng ENG,"MF,FW",Tottenham Hotspur,eng Premier League,22,1996,20.3,4,0,0,23,20,3,11,18,20,0,0,0,Matches
67,Miguel Almirón,py PAR,"MF,FW",Newcastle United,eng Premier League,24,1994,8.4,0,0,0,6,17,4,21,9,12,0,0,0,Matches
68,Júnior Alonso,py PAR,"MF,DF",Celta Vigo,es La Liga,25,1993,6,2,0,0,6,2,1,12,5,9,,,0,Matches
69,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,6,0,0,28,37,2,98,38,46,2,1,0,Matches
70,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,0,0,0,8,10,0,22,11,6,0,0,0,Matches
71,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,31,1986,13,1,0,0,1,0,0,0,0,0,,,0,Matches
72,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,26,1992,11.9,1,0,0,19,6,1,0,17,25,,,0,Matches
73,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29,10,0,0,31,24,0,4,63,30,,,0,Matches
74,Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,9,1,1,32,13,1,17,29,10,1,1,1,Matches
75,Dani Alves,br BRA,"MF,DF",Paris Saint-Germain,fr Ligue 1,35,1983,18,4,0,0,43,23,4,60,9,23,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,es La Liga,25,1993,8.5,2,0,0,12,10,1,6,11,20,,,0,Matches
77,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,28,1989,28,3,1,0,43,30,1,26,48,40,0,0,0,Matches
78,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,2,0,0,6,1,1,3,15,12,0,1,0,Matches
79,Jordi Amat,id IDN,DF,Rayo Vallecano,es La Liga,26,1992,30.7,9,0,0,47,9,1,0,43,31,,,0,Matches
80,Amath,sn SEN,MF,Getafe,es La Liga,22,1996,11.1,4,0,0,27,21,3,11,10,13,,,0,Matches
81,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,7,2,0,47,33,1,83,49,51,0,1,0,Matches
82,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32,6,0,0,40,11,3,23,36,47,0,1,0,Matches
83,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,21,1996,8.4,1,0,0,14,14,0,12,9,9,0,0,0,Matches
84,Yanis Ammour,fr FRA,FW,Montpellier,fr Ligue 1,19,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,Matches
85,Luke Amos,eng ENG,MF,Tottenham Hotspur,eng Premier League,21,1997,0,0,0,0,0,0,0,0,0,1,0,0,0,Matches
86,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32,7,0,0,31,14,0,1,36,29,0,2,0,Matches
87,Felipe Anderson,br BRA,MF,West Ham United,eng Premier League,25,1993,33.8,3,0,0,27,53,5,122,45,46,0,1,0,Matches
88,Florin Andone,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,5,0,0,28,20,4,5,5,5,0,0,0,Matches
89,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,8,1,1,59,48,4,12,49,65,1,0,0,Matches
90,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,1,0,0,4,1,0,0,1,1,0,1,0,Matches
91,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,2,0,0,7,3,1,0,6,6,0,1,0,Matches
92,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0,0,0,0,1,0,0,0,1,0,0,0,0,Matches
93,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,10,0,0,22,17,1,260,41,46,,,0,Matches
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,34,1984,11,1,0,0,0,1,0,0,1,1,,,0,Matches
95,Cristian Ansaldi,ar ARG,MF,Torino,it Serie A,31,1986,20.1,3,0,0,23,32,2,147,17,25,0,0,0,Matches
96,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,33,1984,23.7,0,0,0,29,37,17,29,6,9,0,0,0,Matches
97,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34,4,0,0,25,21,1,6,73,32,0,1,1,Matches
98,Luca Antonelli,it ITA,"DF,MF",Empoli,it Serie A,31,1987,8.4,1,0,0,11,22,3,10,14,11,0,0,0,Matches
99,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,0,0,0,1,0,0,0,0,2,0,0,0,Matches
100,Michail Antonio,jm JAM,"MF,FW",West Ham United,eng Premier League,28,1990,23.4,3,0,0,35,44,10,50,19,14,2,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,30,1987,20.7,5,0,0,29,12,5,93,18,21,,,0,Matches
102,Vitorino Antunes,pt POR,"DF,MF",Getafe,es La Liga,31,1987,24.2,5,0,0,37,20,1,141,43,26,,,0,Matches
103,Anuar,ma MAR,MF,Valladolid,es La Liga,23,1995,12,6,0,0,29,15,4,2,11,19,,,0,Matches
104,Dennis Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,1,0,0,10,6,2,51,10,11,0,0,0,Matches
105,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,20,1998,34,2,0,0,30,53,11,7,32,37,2,0,0,Matches
106,Emmanuel Apeh,ng NGA,FW,Celta Vigo,es La Liga,21,1996,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
107,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,29.7,8,0,0,65,57,1,24,30,33,,,1,Matches
108,Guilherme Arana,br BRA,MF,Sevilla,es La Liga,21,1997,7,3,0,0,5,8,0,19,9,6,,,0,Matches
109,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21,3,0,0,28,32,0,24,26,30,1,0,0,Matches
110,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,22,1996,8.7,2,1,0,22,9,1,30,4,17,0,0,0,Matches
111,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,3,1,1,15,4,1,2,35,22,,,0,Matches
112,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,6,1,1,14,5,0,8,46,24,,,0,Matches
113,Joaquín Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,Matches
114,Alphonse Areola,fr FRA,GK,Paris Saint-Germain,fr Ligue 1,25,1993,21,1,0,0,0,2,0,0,0,1,0,0,0,Matches
115,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,4,0,0,21,32,2,51,34,32,,,0,Matches
116,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,2,0,0,16,22,2,1,18,13,0,0,1,Matches
117,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,0,0,0,1,0,0,0,0,1,0,0,0,Matches
118,Yoël Armougom,fr FRA,"DF,MF",Caen,fr Ligue 1,20,1998,20.6,5,1,1,20,15,1,71,22,24,0,1,0,Matches
119,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,26,1992,15.9,2,0,0,19,21,3,26,12,20,0,1,0,Matches
120,José Arnaiz,es ESP,"FW,MF",Leganés,es La Liga,23,1995,1.3,0,0,0,1,4,0,2,2,1,,,0,Matches
121,Marko Arnautović,at AUT,FW,West Ham United,eng Premier League,29,1989,22.1,3,0,0,31,12,21,19,3,6,0,1,0,Matches
122,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,7,0,0,45,81,2,132,38,31,2,0,0,Matches
123,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36,2,0,0,0,4,0,0,0,1,0,0,0,Matches
124,Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,10,0,0,25,14,2,17,21,37,0,0,0,Matches
125,Kwadwo Asamoah,gh GHA,"DF,MF",Inter,it Serie A,29,1988,29.7,6,0,0,29,69,0,72,38,27,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Takuma Asano,jp JPN,"MF,FW",Hannover 96,de Bundesliga,23,1994,7.8,0,0,0,5,14,5,9,2,5,0,0,0,Matches
127,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27,10,1,0,25,33,0,11,44,49,0,0,1,Matches
128,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32,0,0,0,0,3,0,0,3,0,,,0,Matches
129,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,22,1996,19.8,3,0,0,18,21,8,78,14,8,,,0,Matches
130,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,30,1987,25,5,0,0,16,43,7,32,16,11,,,0,Matches
131,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1,1,0,0,1,0,0,1,3,3,0,0,0,Matches
132,Youcef Atal,dz ALG,"MF,FW",Nice,fr Ligue 1,22,1996,25.1,8,0,0,42,58,9,71,57,44,4,0,0,Matches
133,Christian Atsu,gh GHA,MF,Newcastle United,eng Premier League,26,1992,16.6,2,0,0,14,25,4,42,8,17,0,0,0,Matches
134,Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Arsenal,eng Premier League,29,1989,30.3,0,0,0,13,23,23,45,9,18,1,0,0,Matches
135,Emil Audero,id IDN,GK,Sampdoria,it Serie A,21,1997,36,4,0,0,2,5,0,1,1,3,0,2,0,Matches
136,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,0,0,0,10,17,5,2,4,1,0,0,0,Matches
137,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,5,0,0,42,27,2,128,41,31,0,1,0,Matches
138,Serge Aurier,ci CIV,"DF,MF",Tottenham Hotspur,eng Premier League,25,1992,6.3,1,0,0,17,2,1,23,8,13,0,0,0,Matches
139,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,1,0,0,14,18,9,0,2,8,0,0,0,Matches
140,Ezequiel Ávila,ar ARG,"FW,MF",Huesca,es La Liga,24,1994,22.2,12,1,1,38,46,10,40,13,10,,,0,Matches
141,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,3,0,0,32,25,9,15,7,24,0,0,0,Matches
142,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,10,0,0,25,16,3,4,63,34,0,2,0,Matches
143,Floyd Ayité,tg TOG,"MF,FW",Fulham,eng Premier League,29,1988,5.3,0,0,0,6,7,4,7,7,6,0,0,0,Matches
144,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,4,0,0,40,15,2,119,44,65,1,1,0,Matches
145,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,4,2,0,24,13,1,1,29,33,,,0,Matches
146,Florian Baak,de GER,DF,Hertha BSC,de Bundesliga,19,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
147,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,0,0,0,0,2,0,1,2,2,0,0,0,Matches
148,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,0,0,0,30,20,10,4,3,5,1,1,0,Matches
149,Ryan Babel,nl NED,"FW,MF",Fulham,eng Premier League,31,1986,13.9,3,0,0,15,16,9,38,5,7,0,0,0,Matches
150,Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,3,0,0,19,9,15,6,8,2,,,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Juninho Bacuna,cw CUW,"MF,DF",Huddersfield Town,eng Premier League,20,1997,15.7,4,0,0,34,22,1,35,24,29,0,1,0,Matches
152,Leandro Bacuna,cw CUW,MF,Cardiff City,eng Premier League,26,1991,6.2,2,0,0,13,3,0,7,13,9,0,0,0,Matches
153,Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,6,0,0,25,15,0,17,33,20,0,0,0,Matches
154,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,2001,19.6,4,0,0,13,5,0,2,21,18,1,1,1,Matches
155,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,1,0,0,3,3,0,0,10,4,0,0,0,Matches
156,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,3,0,0,55,37,31,29,8,7,0,0,0,Matches
157,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,7,0,0,51,50,0,19,67,40,0,0,0,Matches
158,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,20,1997,21.3,4,0,0,20,34,6,165,16,10,0,0,0,Matches
159,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,0,1,0,5,5,0,0,14,7,0,1,0,Matches
160,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,0,0,0,2,1,1,18,4,6,0,2,0,Matches
161,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,5,0,0,25,25,4,8,30,12,1,0,0,Matches
162,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,6,1,1,48,71,0,2,51,44,0,0,0,Matches
163,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,1,0,0,9,14,1,4,9,10,0,0,0,Matches
164,Fabián Balbuena,py PAR,DF,West Ham United,eng Premier League,26,1991,22.4,2,0,0,19,5,0,1,55,22,0,1,0,Matches
165,Keita Baldé,sn SEN,"FW,MF",Inter,it Serie A,23,1995,9.9,2,1,1,18,24,8,49,2,8,0,0,0,Matches
166,Gareth Bale,wls WAL,"FW,MF",Real Madrid,es La Liga,29,1989,19.8,4,0,0,18,21,15,70,11,8,,,0,Matches
167,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,5.8,0,0,0,10,1,1,8,2,6,,,0,Matches
168,Andrija Balić,hr CRO,MF,Udinese,it Serie A,20,1997,0.3,0,0,0,1,0,0,1,0,0,,,,Matches
169,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,17.7,3,0,0,14,30,2,27,26,37,1,1,0,Matches
170,Fodé Ballo-Touré,sn SEN,"DF,MF",Monaco,fr Ligue 1,21,1997,17.7,4,0,0,17,25,1,69,26,33,0,0,1,Matches
171,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,12,3,0,0,22,22,1,43,6,17,0,0,0,Matches
172,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,6.6,2,0,0,5,2,1,0,15,6,0,1,0,Matches
173,Mario Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,8.4,5,0,0,19,15,3,1,1,0,0,0,0,Matches
174,Mario Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,10.4,5,1,0,24,25,5,2,3,3,0,0,0,Matches
175,Abdoulaye Bamba,ci CIV,"DF,MF",Angers,fr Ligue 1,28,1990,28.6,6,0,0,22,25,2,70,31,33,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Jonathan Bamba,ci CIV,MF,Lille,fr Ligue 1,22,1996,33.4,4,0,0,26,68,2,55,37,20,1,0,0,Matches
177,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,27.5,7,0,0,35,13,3,1,84,43,0,2,0,Matches
178,Yacine Bammou,ma MAR,"MF,FW",Caen,fr Ligue 1,26,1991,10.3,2,0,0,9,9,3,25,8,7,0,0,0,Matches
179,Éver Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,29.6,17,2,1,57,67,2,131,28,50,,,0,Matches
180,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,29,8,1,1,32,33,2,7,62,42,0,2,1,Matches
181,Léo Baptistão,br BRA,"FW,MF",Espanyol,es La Liga,25,1992,13.7,3,0,0,25,22,4,10,8,14,,,0,Matches
182,Antonín Barák,cz CZE,MF,Udinese,it Serie A,23,1994,3.7,0,0,0,4,3,0,5,2,7,0,0,0,Matches
183,Federico Barba,it ITA,DF,Chievo,it Serie A,24,1993,27.6,6,2,1,36,13,1,26,68,16,0,1,0,Matches
184,Danilo Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,17.2,1,1,0,18,34,0,2,15,21,1,0,0,Matches
185,Enis Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,31.5,6,0,0,61,47,5,72,31,43,,,0,Matches
186,Francesco Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33,1985,18.6,9,0,0,22,11,0,37,27,19,0,0,1,Matches
188,Nicolò Barella,it ITA,MF,Cagliari,it Serie A,21,1997,34.5,10,2,2,61,82,4,93,39,64,0,1,0,Matches
